crate,file,modified,deps_count,features_count,target_id,profile_id
log,lib-log.json,2026-01-25 22:08:11,0,7,6550155848337067049,8276155916380437441
httpdate,lib-httpdate.json,2026-01-25 18:31:54,0,2,12509520342503990962,8276155916380437441
compact_str,lib-compact_str.json,2026-01-25 19:02:23,5,2,12681387934967326413,5347358027863023418
icu_locale_core,lib-icu_locale_core.json,2026-01-25 18:31:58,5,11,7234736894702847895,8276155916380437441
cassowary,lib-cassowary.json,2026-01-25 19:02:23,0,2,10353004457644949388,5347358027863023418
mio,lib-mio.json,2026-01-25 18:31:55,1,28,5157902839847266895,12629022873115078082
tracing,lib-tracing.json,2026-01-25 18:31:54,2,7,5568135053145998517,14260724117731903638
bitflags,lib-bitflags.json,2026-01-25 18:36:08,0,11,12919857562465245259,5347358027863023418
idna_adapter,lib-idna_adapter.json,2026-01-25 18:36:08,2,17,9682399050268992880,5347358027863023418
futures-task,lib-futures_task.json,2026-01-25 18:31:53,0,16,13518091470260541623,336243669335521001
mio,lib-mio.json,2026-01-25 19:02:23,2,46,15795524848372194723,5347358027863023418
serde,lib-serde.json,2026-01-25 18:49:41,3,44,11327258112168116673,8276155916380437441
simplelog,lib-simplelog.json,2026-01-25 22:08:12,3,40,3737508560202782591,8276155916380437441
once_cell,lib-once_cell.json,2026-01-25 18:36:06,0,35,17524666916136250164,5347358027863023418
pin-utils,lib-pin_utils.json,2026-01-25 18:31:53,0,2,6142422912982997569,8276155916380437441
icu_provider,lib-icu_provider.json,2026-01-25 18:31:58,7,9,8134314816311233441,8276155916380437441
rust_ui_poc,bin-rust_ui_poc.json,2026-01-25 18:50:00,5,2,3179107961083900654,2330448797067240312
libc,lib-libc.json,2026-01-25 18:31:55,1,18,17682796336736096309,9845369694348380695
want,lib-want.json,2026-01-25 18:31:54,1,2,6053490367063310035,8276155916380437441
signal-hook,run-build-script-build-script-build.json,2026-01-25 18:49:38,1,0,0,0
syn,lib-syn.json,2026-01-25 18:31:55,3,106,9442126953582868550,3033921117576893
icu_normalizer_data,lib-icu_normalizer_data.json,2026-01-25 18:36:06,1,2,17980939898269686983,8265957076240128272
ryu,lib-ryu.json,2026-01-25 18:31:54,0,2,13763186580977333631,8276155916380437441
serde_urlencoded,lib-serde_urlencoded.json,2026-01-25 18:36:08,4,2,13961612944102757082,5347358027863023418
ratatui,lib-ratatui.json,2026-01-25 22:08:12,12,43,16559651771764952872,18057860990705883386
castaway,lib-castaway.json,2026-01-25 19:02:22,1,27,13710694652376480987,5347358027863023418
potential_utf,lib-potential_utf.json,2026-01-25 18:31:58,1,11,16089386906944150126,8276155916380437441
form_urlencoded,lib-form_urlencoded.json,2026-01-25 18:36:07,1,27,6496257856677244489,5347358027863023418
rustix,lib-rustix.json,2026-01-25 19:02:23,4,33,16221545317719767766,15966260792043520667
idna,lib-idna.json,2026-01-25 18:36:08,3,33,2602963282308965300,5347358027863023418
mime,lib-mime.json,2026-01-25 18:31:55,0,2,2764086469773243511,8276155916380437441
serde_json,build-script-build-script-build.json,2026-01-25 17:08:55,0,18,5408242616063297496,3033921117576893
parking_lot_core,run-build-script-build-script-build.json,2026-01-25 18:49:38,1,0,0,0
icu_provider,lib-icu_provider.json,2026-01-25 18:36:07,7,9,8134314816311233441,5347358027863023418
crossterm,lib-crossterm.json,2026-01-25 22:08:12,6,51,7162149947039624270,8276155916380437441
ryu,lib-ryu.json,2026-01-25 18:36:08,0,2,13763186580977333631,5347358027863023418
serde_core,run-build-script-build-script-build.json,2026-01-25 17:08:57,1,0,0,0
pin-project-lite,lib-pin_project_lite.json,2026-01-25 18:36:06,0,2,7529200858990304138,4429942335727217223
hashbrown,lib-hashbrown.json,2026-01-25 18:49:38,3,89,13796197676120832388,8276155916380437441
try-lock,lib-try_lock.json,2026-01-25 18:36:07,0,2,6156168532037231327,5347358027863023418
url,lib-url.json,2026-01-25 19:02:24,3,18,7686100221094031937,5347358027863023418
icu_provider,lib-icu_provider.json,2026-01-25 18:49:42,7,9,8134314816311233441,8276155916380437441
equivalent,lib-equivalent.json,2026-01-25 18:36:06,0,2,1524667692659508025,5347358027863023418
icu_normalizer,lib-icu_normalizer.json,2026-01-25 19:02:23,5,17,4082895731217690114,13618971937424046282
encoding_rs,lib-encoding_rs.json,2026-01-25 18:36:08,1,20,17616512236202378241,5347358027863023418
url,lib-url.json,2026-01-25 18:36:09,3,18,7686100221094031937,5347358027863023418
potential_utf,lib-potential_utf.json,2026-01-25 19:02:23,1,11,16089386906944150126,5347358027863023418
socket2,lib-socket2.json,2026-01-25 18:31:55,1,7,2270514485357617025,8276155916380437441
itoa,lib-itoa.json,2026-01-25 18:31:53,0,2,18426369533666673425,8276155916380437441
yoke,lib-yoke.json,2026-01-25 19:02:22,3,22,11250006364125496299,5347358027863023418
icu_properties,lib-icu_properties.json,2026-01-25 18:31:58,6,17,12882061015678277883,8276155916380437441
castaway,lib-castaway.json,2026-01-25 18:49:39,1,27,13710694652376480987,8276155916380437441
icu_collections,lib-icu_collections.json,2026-01-25 18:36:07,5,2,8741949119514994751,5347358027863023418
rustix,build-script-build-script-build.json,2026-01-25 18:31:53,0,33,5408242616063297496,14761406958021643763
system-configuration-sys,build-script-build-script-build.json,2026-01-25 18:31:54,0,2,5408242616063297496,3033921117576893
slab,lib-slab.json,2026-01-25 18:31:53,0,18,7798044754532116308,8276155916380437441
ipnet,lib-ipnet.json,2026-01-25 18:36:08,0,18,2684928858108222948,5347358027863023418
tokio,lib-tokio.json,2026-01-25 18:36:09,5,86,9605832425414080464,5925448066594685647
unicode-ident,lib-unicode_ident.json,2026-01-25 17:08:53,0,2,5438535436255082082,3033921117576893
memchr,lib-memchr.json,2026-01-25 18:31:53,0,27,11745930252914242013,8276155916380437441
signal-hook,lib-signal_hook.json,2026-01-25 19:02:23,3,34,831277710805360288,5347358027863023418
errno,lib-errno.json,2026-01-25 19:02:22,1,18,17743456753391690785,5471719994260196321
tempfile,lib-tempfile.json,2026-01-25 18:31:56,4,24,44311651032485388,8276155916380437441
hyper-tls,lib-hyper_tls.json,2026-01-25 18:36:10,5,2,11005878871305885301,5347358027863023418
quote,run-build-script-build-script-build.json,2026-01-25 17:08:56,1,0,0,0
memchr,lib-memchr.json,2026-01-25 17:08:53,0,16,11745930252914242013,5347358027863023418
zerofrom,lib-zerofrom.json,2026-01-25 18:49:40,1,10,723370850876025358,8276155916380437441
stable_deref_trait,lib-stable_deref_trait.json,2026-01-25 18:36:06,0,2,5616890217583455155,5347358027863023418
idna,lib-idna.json,2026-01-25 19:02:24,3,33,2602963282308965300,5347358027863023418
fnv,lib-fnv.json,2026-01-25 18:31:53,0,18,10248144769085601448,8276155916380437441
httparse,run-build-script-build-script-build.json,2026-01-25 18:31:56,1,0,0,0
tower-service,lib-tower_service.json,2026-01-25 18:36:07,0,2,4262671303997282168,5347358027863023418
serde_core,lib-serde_core.json,2026-01-25 17:08:58,1,17,6810695588070812737,5347358027863023418
security-framework,lib-security_framework.json,2026-01-25 18:31:55,5,62,2557073247586648411,6932801603441158217
tokio-native-tls,lib-tokio_native_tls.json,2026-01-25 18:36:09,2,2,1892474590604224423,5347358027863023418
native-tls,lib-native_tls.json,2026-01-25 18:31:56,5,2,17032036260282835112,8276155916380437441
sync_wrapper,lib-sync_wrapper.json,2026-01-25 18:36:08,0,2,1703982665153516621,5347358027863023418
tracing,lib-tracing.json,2026-01-25 18:36:07,2,7,5568135053145998517,11705881942836164340
unicode-truncate,lib-unicode_truncate.json,2026-01-25 18:49:38,3,18,5831585440813240995,8276155916380437441
