depth,candidate_id,objective_0,objective_1,objective_2,objective_3_shape
1,0,0.8773,0.9720584493592014,0.39445523131292753,0
1,1,0.8773,0.9720584493592014,0.39445523131292753,0
1,2,0.8773,0.9720584493592014,0.39445523131292753,0
1,3,0.8773,0.9720584493592014,0.39445523131292753,0
1,4,0.8773,0.9720584493592014,0.39445523131292753,0
1,5,0.8773,0.9720584493592014,0.39445523131292753,0
1,6,0.8773,0.9720584493592014,0.39445523131292753,0
1,7,0.8773,0.9720584493592014,0.39445523131292753,0
1,8,0.81775,0.9961202557504207,0.4147669559326574,0
1,9,0.81775,0.9961202557504207,0.4147669559326574,0
1,10,0.8472999999999999,0.9854931078850295,0.3352434272502907,0
1,11,0.8472999999999999,0.9854931078850295,0.3352434272502907,0
1,12,0.8682785714285715,0.9860681752906778,0.2925143824732887,0
1,13,0.8682785714285715,0.9860681752906778,0.2925143824732887,0
1,14,0.8682785714285715,0.9860681752906778,0.2925143824732887,0
2,0,0.86275,0.9780292745078131,0.4977957261520195,0
2,1,0.86275,0.9780292745078131,0.4977957261520195,0
2,2,0.86275,0.9780292745078131,0.4977957261520195,0
2,3,0.86275,0.9780292745078131,0.4977957261520195,0
2,4,0.86275,0.9780292745078131,0.4977957261520195,0
2,5,0.86275,0.9780292745078131,0.4977957261520195,0
2,6,0.86275,0.9780292745078131,0.4977957261520195,0
2,7,0.86275,0.9780292745078131,0.4977957261520195,0
2,8,0.86275,0.9780292745078131,0.4977957261520195,0
2,9,0.86275,0.9780292745078131,0.4977957261520195,0
2,10,0.86275,0.9780292745078131,0.4977957261520195,0
2,11,0.86275,0.9780292745078131,0.4977957261520195,0
2,12,0.86275,0.9780292745078131,0.4977957261520195,0
2,13,0.86275,0.9780292745078131,0.4977957261520195,0
2,14,0.86275,0.9780292745078131,0.4977957261520195,0
2,15,0.86275,0.9780292745078131,0.4977957261520195,0
2,16,0.86275,0.9780292745078131,0.4977957261520195,0
