depth,candidate_id,objective_0,objective_1,objective_2,objective_3
2,28,0.8682785714285715,0.1328481286764145,1,0.99532
2,29,0.8682785714285715,0.12961117923259735,1,0.99532
2,30,0.8682785714285715,0.13253237307071686,1,0.99532
2,31,0.8682785714285715,0.1328481286764145,1,0.99532
2,32,0.86275,0.022821804508566856,1,0.99676
2,33,0.86275,0.07055769115686417,1,0.99676
2,34,0.86275,0.022821804508566856,1,0.99676
2,35,0.86275,0.06962607055902481,1,0.99676
2,36,0.86275,0.07055769115686417,1,0.99676
2,37,0.86275,0.03274203836917877,1,0.99676
2,38,0.86275,0.06962607055902481,1,0.99676
2,39,0.86275,0.02771514095366001,1,0.99676
2,40,0.86275,0.03274203836917877,1,0.99676
2,41,0.86275,0.057332493364810944,1,0.99676
2,42,0.86275,0.06962607055902481,1,0.99676
2,43,0.86275,0.05976927652955055,1,0.99676
2,44,0.8472999999999999,0.12986412644386292,1,0.996
2,45,0.8472999999999999,0.13820494711399078,1,0.996
2,46,0.8472999999999999,0.1490679830312729,1,0.996
2,47,0.8472999999999999,0.1490679830312729,1,0.996
2,48,0.8472999999999999,0.12986412644386292,1,0.996
2,49,0.8472999999999999,0.12986412644386292,1,0.996
2,50,0.8472999999999999,0.12986412644386292,1,0.996
2,51,0.8472999999999999,0.1428614854812622,1,0.996
2,52,0.81775,0.13847805559635162,1,0.99668
2,53,0.81775,0.13847805559635162,1,0.99668
2,54,0.81775,0.13847805559635162,1,0.99668
2,55,0.8773,0.02067149057984352,0.8113846219573523,0.99608
2,56,0.7732,0.13261620700359344,1,0.99736
2,57,0.7732,0.13261620700359344,1,0.99736
2,58,0.7732,0.13261620700359344,1,0.99736
2,59,0.8773,0.050991885364055634,0.7500910389474392,0.99608
2,60,0.8773,0,0.7480839528016502,0.99608
2,61,0.9111357142857143,0,0.6739618739783071,0.99548
2,62,0.8682785714285715,0,0.7285326937675758,0.99532
2,63,0.81775,0,0.8193840093043799,0.99668
2,64,0.8773,0,0.6791093464483728,0.99608
2,65,0.8773,0,0.6563714584312142,0.99608
2,66,0.8773,0,0.628607396100978,0.99608
2,67,0.8773,0,0.6234824311528158,0.99608
2,68,0.9111357142857143,0,0.5303474705580034,0.99548
2,69,0.8897071428571428,0,0.5375420868214857,0.9954
2,70,0.86275,0,0.5451783695834764,0.99676
2,71,0.81775,0,0.6233219017987546,0.99668
2,72,0.86275,0,0.4827337573540449,0.99676
2,73,0.8773,0,0.4481933960144078,0.99608
2,74,0.8472999999999999,0,0.4904971093692043,0.996
2,75,0.8773,0,0.3826328260621711,0.99608
2,76,0.81775,0,0.4945536729941984,0.99668
2,77,0.7732,0,0.5804426399342884,0.99736
2,78,0.9111357142857143,0,0.2998733205504298,0.99548
2,79,0.8773,0,0.3206963107385916,0.99608
2,80,0.8472999999999999,0,0.35848772428634856,0.996
2,81,0.8773,0,0.28696363637333455,0.99608
2,82,0.86275,0,0.22746580672108796,0.99676
2,83,0.86275,0,0.21582202932435846,0.99676
2,84,0.8472999999999999,0,0.23258523924629404,0.996
2,85,0.81775,0,0.2711986974055265,0.99668
2,86,0.8773,0,0.14304946207799984,0.99608
2,87,0.86275,0,0.1462702465123077,0.99676
2,88,0.8897071428571428,0,0.07402015718621002,0.9954
2,89,0.86275,0,0.099155972039076,0.99676
2,90,0.81775,0,0.1394369452529871,0.99668
2,91,0.8773,0,0.011328744204239904,0.99608
2,92,0.8472999999999999,0,0.014961373935713063,0.996
3,0,0.9321142857142857,0.05430341511964798,1,0.99488
3,1,0.9321142857142857,0.018764784559607506,1,0.99488
3,2,0.9321142857142857,0.0748211145401001,1,0.99488
3,3,0.9321142857142857,0.07063478231430054,1,0.99488
3,4,0.9321142857142857,0.04885314032435417,1,0.99488
3,5,0.9160428571428572,0.0733039528131485,1,0.9948
3,6,0.9111357142857143,0.06480549275875092,1,0.99548
3,7,0.9111357142857143,0.06480549275875092,1,0.99548
3,8,0.9111357142857143,0.04819450527429581,1,0.99548
3,9,0.9111357142857143,0.05284566432237625,1,0.99548
3,10,0.9111357142857143,0.0356718935072422,1,0.99548
3,11,0.9111357142857143,0.03307249769568443,1,0.99548
3,12,0.9111357142857143,0.0644986554980278,1,0.99548
3,13,0.9111357142857143,0.05644943565130234,1,0.99548
3,14,0.9111357142857143,0.010601689107716084,1,0.99548
3,15,0.9111357142857143,0.06480549275875092,1,0.99548
3,16,0.9111357142857143,0.018028222024440765,1,0.99548
3,17,0.9111357142857143,0.03822574019432068,1,0.99548
3,18,0.9111357142857143,0.02456713281571865,1,0.99548
3,19,0.9160428571428572,0.0748211145401001,0.9896802683066668,0.9948
3,20,0.9073,0.031109081581234932,1,0.99616
3,21,0.9073,0.017080672085285187,1,0.99616
3,22,0.9073,0.017080672085285187,1,0.99616
3,23,0.9073,0.08183101564645767,1,0.99616
3,24,0.9073,0.06784239411354065,1,0.99616
3,25,0.9073,0.07304543256759644,1,0.99616
3,26,0.9073,0.038281261920928955,1,0.99616
3,27,0.9073,0.020671486854553223,1,0.99616
3,28,0.9073,0.06978247314691544,1,0.99616
3,29,0.9073,0.06979880481958389,1,0.99616
3,30,0.9073,0.05429203808307648,1,0.99616
3,31,0.9073,0.04296213388442993,1,0.99616
3,32,0.9073,0.02980911172926426,1,0.99616
3,33,0.9073,0.02980911172926426,1,0.99616
3,34,0.9111357142857143,0.06480549275875092,0.9862882567247635,0.99548
3,35,0.89595,0.14890354871749878,1,0.99396
3,36,0.89595,0.15271103382110596,1,0.99396
3,37,0.89595,0.15549933910369873,1,0.99396
3,38,0.8897071428571428,0.06735881417989731,1,0.9954
3,39,0.8897071428571428,0.05730085074901581,1,0.9954
3,40,0.8897071428571428,0.0644986554980278,1,0.9954
3,41,0.8897071428571428,0.05730085074901581,1,0.9954
3,42,0.8897071428571428,0.0644986554980278,1,0.9954
3,43,0.8897071428571428,0.059566810727119446,1,0.9954
3,44,0.8897071428571428,0.05730085074901581,1,0.9954
3,45,0.8897071428571428,0.05730085074901581,1,0.9954
3,46,0.8897071428571428,0.0644986554980278,1,0.9954
3,47,0.8897071428571428,0.0644986554980278,1,0.9954
3,48,0.8897071428571428,0.059566810727119446,1,0.9954
3,49,0.9111357142857143,0.06480549275875092,0.9540273364667515,0.99548
3,50,0.8839,0.14619839191436768,1,0.99464
3,51,0.8839,0.14619839191436768,1,0.99464
3,52,0.8839,0.14282354712486267,1,0.99464
3,53,0.8839,0.14619839191436768,1,0.99464
3,54,0.8839,0.14282354712486267,1,0.99464
3,55,0.8839,0.13886211812496185,1,0.99464
3,56,0.8839,0.14619839191436768,1,0.99464
3,57,0.8773,0.07239735871553421,1,0.99608
3,58,0.8773,0.06978247314691544,1,0.99608
3,59,0.8773,0.038281261920928955,1,0.99608
3,60,0.8773,0,1,0.99608
3,61,0.8773,0,1,0.99608
3,62,0.8773,0,1,0.99608
3,63,0.8773,0,1,0.99608
3,64,0.8773,0,1,0.99608
3,65,0.8773,0,1,0.99608
3,66,0.8773,0,1,0.99608
3,67,0.8773,0,1,0.99608
3,68,0.8773,0,1,0.99608
3,69,0.8773,0,1,0.99608
3,70,0.8773,0,1,0.99608
3,71,0.8773,0,1,0.99608
3,72,0.8773,0,0.9973571134951166,0.99608
3,73,0.8773,0,0.9973571134951166,0.99608
3,74,0.8773,0,0.9896802683066668,0.99608
3,75,0.8682785714285715,0,1,0.99532
3,76,0.8682785714285715,0,1,0.99532
3,77,0.8682785714285715,0,1,0.99532
3,78,0.8682785714285715,0,1,0.99532
3,79,0.8682785714285715,0,1,0.99532
3,80,0.8682785714285715,0,1,0.99532
3,81,0.8682785714285715,0,1,0.99532
3,82,0.86275,0,1,0.99676
3,83,0.86275,0,1,0.99676
3,84,0.86275,0,1,0.99676
3,85,0.86275,0,1,0.99676
3,86,0.86275,0,1,0.99676
3,87,0.86275,0,1,0.99676
3,88,0.86275,0,1,0.99676
3,89,0.86275,0,1,0.99676
3,90,0.86275,0,1,0.99676
3,91,0.86275,0,1,0.99676
3,92,0.86275,0,1,0.99676
3,93,0.86275,0,1,0.99676
3,94,0.86275,0,1,0.99676
3,95,0.8682785714285715,0,0.9902377878517503,0.99532
3,96,0.9111357142857143,0,0.9022037265798546,0.99548
3,97,0.86275,0,0.9862882567247635,0.99676
3,98,0.9321142857142857,0,0.8369809369891535,0.99488
3,99,0.8482000000000001,0,1,0.99744
3,100,0.8482000000000001,0,1,0.99744
3,101,0.8482000000000001,0,1,0.99744
3,102,0.8482000000000001,0,1,0.99744
3,103,0.8482000000000001,0,1,0.99744
3,104,0.8482000000000001,0,1,0.99744
3,105,0.8482000000000001,0,1,0.99744
3,106,0.8482000000000001,0,1,0.99744
3,107,0.8472999999999999,0,1,0.996
3,108,0.8472999999999999,0,1,0.996
3,109,0.8472999999999999,0,1,0.996
3,110,0.8472999999999999,0,1,0.996
3,111,0.8472999999999999,0,1,0.996
3,112,0.8472999999999999,0,1,0.996
3,113,0.8472999999999999,0,1,0.996
3,114,0.9111357142857143,0,0.869023104729477,0.99548
3,115,0.9073,0,0.8750455194737197,0.99616
3,116,0.9073,0,0.8740419764008251,0.99616
3,117,0.86275,0,0.9540273364667515,0.99676
3,118,0.9111357142857143,0,0.857562088647065,0.99548
3,119,0.8682785714285715,0,0.9361009576424775,0.99532
3,120,0.8773,0,0.9056923109786761,0.99608
3,121,0.8773,0,0.9056923109786761,0.99608
3,122,0.9073,0,0.8395546732241864,0.99616
3,123,0.9073,0,0.8369809369891535,0.99616
3,124,0.81775,0,1,0.99668
3,125,0.81775,0,1,0.99668
3,126,0.81775,0,1,0.99668
3,127,0.9111357142857143,0,0.8117412155764079,0.99548
3,128,0.8839,0,0.8642663468837879,0.99464
3,129,0.9321142857142857,0,0.7651737352790017,0.99488
3,130,0.8839,0,0.8611487896405288,0.99464
3,131,0.9073,0,0.8117412155764079,0.99616
3,132,0.86275,0,0.857562088647065,0.99676
3,133,0.8773,0,0.8281857292156072,0.99608
3,134,0.8773,0,0.8281857292156072,0.99608
3,135,0.9073,0,0.7651737352790017,0.99616
3,136,0.8773,0,0.814303698050489,0.99608
3,137,0.8773,0,0.814303698050489,0.99608
3,138,0.8472999999999999,0,0.8642663468837879,0.996
3,139,0.7732,0,1,0.99736
3,140,0.7732,0,1,0.99736
3,141,0.8897071428571428,0,0.7687710434107429,0.9954
3,142,0.8897071428571428,0,0.7687710434107429,0.9954
3,143,0.9073,0,0.7240966980072039,0.99616
3,144,0.9073,0,0.7213961405742504,0.99616
3,145,0.9160428571428572,0,0.684903555384401,0.9948
3,146,0.9321142857142857,0,0.6499366602752149,0.99488
3,147,0.9111357142857143,0,0.6886459542044203,0.99548
3,148,0.9111357142857143,0,0.6859589689782766,0.99548
3,149,0.9073,0,0.6913164130310856,0.99616
3,150,0.8897071428571428,0,0.7231663207079094,0.9954
3,151,0.86275,0,0.7725891847917382,0.99676
3,152,0.9160428571428572,0,0.666951289469377,0.9948
3,153,0.9111357142857143,0,0.6603481553692958,0.99548
3,154,0.9073,0,0.6603481553692958,0.99616
3,155,0.86275,0,0.7413668786770224,0.99676
3,156,0.9111357142857143,0,0.6440078859922301,0.99548
3,157,0.9073,0,0.6499366602752149,0.99616
3,158,0.7732,0,0.9096920046521899,0.99736
3,159,0.9111357142857143,0,0.6304246886479076,0.99548
3,160,0.81775,0,0.8116609508993773,0.99668
3,161,0.8773,0,0.684903555384401,0.99608
3,162,0.9111357142857143,0,0.6027357622816375,0.99548
3,163,0.8773,0,0.666951289469377,0.99608
3,164,0.8682785714285715,0,0.6792438621431742,0.99532
3,165,0.86275,0,0.6886459542044203,0.99676
3,166,0.86275,0,0.6859589689782766,0.99676
3,167,0.9111357142857143,0,0.5856964724854269,0.99548
3,168,0.69865,0,1,0.99804
3,169,0.8773,0,0.6434818181866673,0.99608
3,170,0.8773,0,0.6434818181866673,0.99608
3,171,0.81775,0,0.7452485546846022,0.99668
3,172,0.8773,0,0.6162926196231471,0.99608
3,173,0.86275,0,0.6440078859922301,0.99676
3,174,0.8773,0,0.6094270857926877,0.99608
3,175,0.8472999999999999,0,0.6687031942173465,0.996
3,176,0.86275,0,0.6355993487027632,0.99676
3,177,0.8682785714285715,0,0.6162926196231471,0.99532
3,178,0.86275,0,0.613732903360544,0.99676
3,179,0.86275,0,0.6079110146621792,0.99676
3,180,0.9111357142857143,0,0.5056643721021199,0.99548
3,181,0.8773,0,0.5715247310389999,0.99608
3,182,0.8773,0,0.5715247310389999,0.99608
3,183,0.9073,0,0.5056643721021199,0.99616
3,184,0.8897071428571428,0,0.537010078593105,0.9954
3,185,0.8897071428571428,0,0.537010078593105,0.9954
3,186,0.81775,0,0.6792438621431742,0.99668
3,187,0.8482000000000001,0,0.6094270857926877,0.99744
3,188,0.86275,0,0.5697184726264936,0.99676
3,189,0.7732,0,0.7472768364970992,0.99736
3,190,0.86275,0,0.549577986019538,0.99676
3,191,0.8472999999999999,0,0.5697184726264936,0.996
3,192,0.69865,0,0.7902213199671442,0.99804
3,193,0.81775,0,0.5074806869678565,0.99668
4,0,0.94595,0.049751099199056625,1,0.99428
4,1,0.94595,0.08044743537902832,1,0.99428
4,2,0.94595,0.0825805813074112,1,0.99428
4,3,0.94595,0.026074133813381195,1,0.99428
4,4,0.94595,0.04914059489965439,1,0.99428
4,5,0.94595,0.08321274816989899,0.9969299046837454,0.99428
4,6,0.93345,0.07460220158100128,1,0.9942
4,7,0.9321142857142857,0.0748211070895195,1,0.99488
4,8,0.9321142857142857,0.048853132873773575,1,0.99488
4,9,0.9321142857142857,0.01876479759812355,1,0.99488
4,10,0.9321142857142857,0.048853132873773575,1,0.99488
4,11,0.9321142857142857,0.05986449122428894,1,0.99488
4,12,0.9321142857142857,0.026334749534726143,1,0.99488
4,13,0.9321142857142857,0.0385868139564991,1,0.99488
4,14,0.9321142857142857,0.07063478231430054,1,0.99488
4,15,0.9321142857142857,0.048853132873773575,1,0.99488
4,16,0.9321142857142857,0.061857447028160095,1,0.99488
4,17,0.9321142857142857,0.01876479759812355,1,0.99488
4,18,0.9321142857142857,0.0748211070895195,1,0.99488
4,19,0.9321142857142857,0.01876479759812355,1,0.99488
4,20,0.9321142857142857,0.07063478231430054,1,0.99488
4,21,0.9321142857142857,0.05430341884493828,1,0.99488
4,22,0.9321142857142857,0.05430341884493828,1,0.99488
4,23,0.9321142857142857,0.0748211070895195,1,0.99488
4,24,0.9321142857142857,0.05430341884493828,1,0.99488
4,25,0.9321142857142857,0.0748211070895195,1,0.99488
4,26,0.9321142857142857,0.038827382028102875,1,0.99488
4,27,0.93345,0.07553034275770187,0.9931201788711111,0.9942
4,28,0.9321142857142857,0.0748211070895195,0.990858837816509,0.99488
4,29,0.9321142857142857,0.0748211070895195,0.969351557644501,0.99488
4,30,0.9160428571428572,0.0733039602637291,1,0.9948
4,31,0.9160428571428572,0.0733039602637291,1,0.9948
4,32,0.9160428571428572,0.0733039602637291,1,0.9948
4,33,0.9160428571428572,0.0748211070895195,0.9931201788711111,0.9948
4,34,0.9160428571428572,0.0748211070895195,0.9931201788711111,0.9948
4,35,0.9160428571428572,0.0748211070895195,0.9931201788711111,0.9948
4,36,0.9111357142857143,0.04819449782371521,1,0.99548
4,37,0.9111357142857143,0.08217307180166245,1,0.99548
4,38,0.9111357142857143,0.010601697489619255,1,0.99548
4,39,0.9111357142857143,0.04819449782371521,1,0.99548
4,40,0.9111357142857143,0.06480549275875092,1,0.99548
4,41,0.9111357142857143,0.05284566432237625,1,0.99548
4,42,0.9111357142857143,0.05284566432237625,1,0.99548
4,43,0.9111357142857143,0.010601697489619255,1,0.99548
4,44,0.9111357142857143,0.05284566432237625,1,0.99548
4,45,0.9111357142857143,0.035671889781951904,1,0.99548
4,46,0.9111357142857143,0.035671889781951904,1,0.99548
4,47,0.9111357142857143,0.07280026376247406,1,0.99548
4,48,0.9111357142857143,0.04819449782371521,1,0.99548
4,49,0.9111357142857143,0.06480549275875092,1,0.99548
4,50,0.9111357142857143,0.010601697489619255,1,0.99548
4,51,0.9111357142857143,0.06480549275875092,1,0.99548
4,52,0.9111357142857143,0.035671889781951904,1,0.99548
4,53,0.9111357142857143,0.08307746797800064,0.9931201788711111,0.99548
4,54,0.9073,0.04632895067334175,1,0.99616
4,55,0.9073,0.08183103799819946,1,0.99616
4,56,0.9073,0.02325771376490593,1,0.99616
4,57,0.9073,0.02116445265710354,1,0.99616
4,58,0.9111357142857143,0.06480549275875092,0.990858837816509,0.99548
4,59,0.9111357142857143,0.06480549275875092,0.990858837816509,0.99548
4,60,0.9111357142857143,0,0.990858837816509,0.99548
4,61,0.9055,0,1,0.99328
4,62,0.9055,0,1,0.99328
4,63,0.94595,0,0.9166816419110237,0.99428
4,64,0.9073,0,0.990858837816509,0.99616
4,65,0.9111357142857143,0,0.969351557644501,0.99548
4,66,0.9111357142857143,0,0.969351557644501,0.99548
4,67,0.9111357142857143,0,0.969351557644501,0.99548
4,68,0.89595,0,1,0.99396
4,69,0.89595,0,1,0.99396
4,70,0.89595,0,1,0.99396
4,71,0.89595,0,1,0.99396
4,72,0.89595,0,1,0.99396
4,73,0.89595,0,1,0.99396
4,74,0.89595,0,1,0.99396
4,75,0.89595,0,1,0.99396
4,76,0.89595,0,1,0.99396
4,77,0.9073,0,0.969351557644501,0.99616
4,78,0.9321142857142857,0,0.9050413924313766,0.99488
4,79,0.8839,0,1,0.99464
4,80,0.8839,0,1,0.99464
4,81,0.8839,0,1,0.99464
4,82,0.8839,0,1,0.99464
4,83,0.8839,0,1,0.99464
4,84,0.8839,0,1,0.99464
4,85,0.8773,0,1,0.99608
4,86,0.8773,0,1,0.99608
4,87,0.8773,0,1,0.99608
4,88,0.8773,0,1,0.99608
4,89,0.8773,0,1,0.99608
4,90,0.8773,0,1,0.99608
4,91,0.9321142857142857,0,0.8913206246594357,0.99488
4,92,0.9321142857142857,0,0.8913206246594357,0.99488
4,93,0.9321142857142857,0,0.8744941437176053,0.99488
4,94,0.8682785714285715,0,1,0.99532
4,95,0.8682785714285715,0,1,0.99532
4,96,0.8682785714285715,0,1,0.99532
4,97,0.9111357142857143,0,0.9050413924313766,0.99548
4,98,0.9111357142857143,0,0.9050413924313766,0.99548
4,99,0.9111357142857143,0,0.9050413924313766,0.99548
4,100,0.86275,0,1,0.99676
4,101,0.86275,0,1,0.99676
4,102,0.86275,0,1,0.99676
4,103,0.86275,0,1,0.99676
4,104,0.86275,0,1,0.99676
4,105,0.86275,0,1,0.99676
4,106,0.86275,0,1,0.99676
4,107,0.86275,0,1,0.99676
4,108,0.8839,0,0.9574006384283182,0.99464
4,109,0.89595,0,0.9307951789684842,0.99396
4,110,0.9073,0,0.9050413924313766,0.99616
4,111,0.94595,0,0.8283090300976289,0.99428
4,112,0.9321142857142857,0,0.8434491568526677,0.99488
4,113,0.9321142857142857,0,0.8434491568526677,0.99488
4,114,0.84865,0,1,0.99812
4,115,0.84865,0,1,0.99812
4,116,0.84865,0,1,0.99812
4,117,0.84865,0,1,0.99812
4,118,0.84865,0,1,0.99812
4,119,0.84865,0,1,0.99812
4,120,0.84865,0,1,0.99812
4,121,0.8482000000000001,0,1,0.99744
4,122,0.8482000000000001,0,1,0.99744
4,123,0.8482000000000001,0,1,0.99744
4,124,0.8482000000000001,0,1,0.99744
4,125,0.8482000000000001,0,1,0.99744
4,126,0.8482000000000001,0,1,0.99744
4,127,0.8482000000000001,0,1,0.99744
4,128,0.8482000000000001,0,1,0.99744
4,129,0.89595,0,0.8951021060718741,0.99396
4,130,0.89595,0,0.8933606025497796,0.99396
4,131,0.8839,0,0.9095108979225253,0.99464
4,132,0.8839,0,0.9095108979225253,0.99464
4,133,0.9321142857142857,0,0.7924306361362802,0.99488
4,134,0.93345,0,0.7899357035896006,0.9942
4,135,0.9321142857142857,0,0.7906393126521843,0.99488
4,136,0.93345,0,0.777967526312918,0.9942
4,137,0.9321142857142857,0,0.7735654369128638,0.99488
4,138,0.9321142857142857,0,0.7666244401834766,0.99488
4,139,0.9321142857142857,0,0.7666244401834766,0.99488
4,140,0.8482000000000001,0,0.9302897702203243,0.99744
4,141,0.9321142857142857,0,0.7626719239948201,0.99488
4,142,0.9160428571428572,0,0.7899357035896006,0.9948
4,143,0.9160428571428572,0,0.7899357035896006,0.9948
4,144,0.9160428571428572,0,0.7899357035896006,0.9948
4,145,0.9111357142857143,0,0.7924306361362802,0.99548
4,146,0.9111357142857143,0,0.7924306361362802,0.99548
4,147,0.9111357142857143,0,0.7924306361362802,0.99548
4,148,0.9111357142857143,0,0.7906393126521843,0.99548
4,149,0.9111357142857143,0,0.7906393126521843,0.99548
4,150,0.9111357142857143,0,0.7906393126521843,0.99548
4,151,0.9111357142857143,0,0.7899357035896006,0.99548
4,152,0.9160428571428572,0,0.777967526312918,0.9948
4,153,0.9160428571428572,0,0.777967526312918,0.9948
4,154,0.9160428571428572,0,0.777967526312918,0.9948
4,155,0.9073,0,0.7924306361362802,0.99616
4,156,0.9073,0,0.7906393126521843,0.99616
4,157,0.86275,0,0.8744406339329182,0.99676
4,158,0.9111357142857143,0,0.777967526312918,0.99548
4,159,0.9111357142857143,0,0.7626719239948201,0.99548
4,160,0.9111357142857143,0,0.7626719239948201,0.99548
4,161,0.9111357142857143,0,0.7626719239948201,0.99548
4,162,0.84865,0,0.8786003950002402,0.99812
4,163,0.9073,0,0.7626719239948201,0.99616
4,164,0.86275,0,0.8483927898611588,0.99676
4,165,0.8839,0,0.7966791261125488,0.99464
4,166,0.9111357142857143,0,0.7396180571951252,0.99548
4,167,0.86275,0,0.8275779191180149,0.99676
4,168,0.7732,0,1,0.99736
4,169,0.9321142857142857,0,0.6704429147347466,0.99488
4,170,0.8682785714285715,0,0.7861625747621162,0.99532
4,171,0.8682785714285715,0,0.7861625747621162,0.99532
4,172,0.8482000000000001,0,0.8148899613533407,0.99744
4,173,0.86275,0,0.7860353988828994,0.99676
4,174,0.8839,0,0.7441950797487646,0.99464
4,175,0.8482000000000001,0,0.8061672743359467,0.99744
4,176,0.9055,0,0.6939841095553221,0.99328
4,177,0.8773,0,0.7396180571951252,0.99608
4,178,0.8773,0,0.7396180571951252,0.99608
4,179,0.8773,0,0.7396180571951252,0.99608
4,180,0.86275,0,0.7424886022403627,0.99676
4,181,0.86275,0,0.7417123461055171,0.99676
4,182,0.8773,0,0.7123520687307086,0.99608
4,183,0.86275,0,0.7396180571951252,0.99676
4,184,0.8682785714285715,0,0.7131456484176624,0.99532
4,185,0.8482000000000001,0,0.7352071086703098,0.99744
4,186,0.86275,0,0.6997186573463587,0.99676
4,187,0.7732,0,0.8301657031230681,0.99736
4,188,0.69865,0,0.9397946697681266,0.99804
4,189,0.69865,0,0.8315178909980662,0.99804
4,190,0.7732,0,0.6716537913119043,0.99736
4,191,0.5490999999999999,0,1,0.99872
4,192,0.5490999999999999,0,0.8601475466447628,0.99872
5,0,0.99955,0.14414910972118378,1,0.9994
5,1,0.9991,0.015190290287137032,1,0.9988
5,2,0.9991,0.03138881176710129,1,0.9988
5,3,0.9991,0.015190290287137032,1,0.9988
5,4,0.9991,0.03399304673075676,1,0.9988
5,5,0.9991,0.055701155215501785,1,0.9988
5,6,0.9991,0.012531249783933163,1,0.9988
5,7,0.9991,0.04251723736524582,1,0.9988
5,8,0.99955,0.14414910972118378,0.8951106599835721,0.9994
5,9,0.9991,0.015190290287137032,0.8951106599835721,0.9988
5,10,0.94595,0.0825805813074112,1,0.99428
5,11,0.94595,0.0825805813074112,1,0.99428
5,12,0.94595,0.0825805813074112,1,0.99428
5,13,0.9455,0.08250027149915695,1,0.9936
5,14,0.9455,0.09014329314231873,1,0.9936
5,15,0.94595,0.043086741119623184,0.9976974285128091,0.99428
5,16,0.94595,0.08321274816989899,0.9976974285128091,0.99428
5,17,0.94595,0.037260379642248154,0.9976974285128091,0.99428
5,18,0.94595,0.06889792531728745,0.9976974285128091,0.99428
5,19,0.94595,0.06829109787940979,0.9976974285128091,0.99428
5,20,0.9455,0.08822471648454666,0.9976974285128091,0.9936
5,21,0.9455,0.08577858656644821,0.9925375626661425,0.9936
5,22,0.94595,0.08321274816989899,0.9908415568751908,0.99428
5,23,0.93345,0.07460220158100128,1,0.9942
5,24,0.93345,0.07460220158100128,1,0.9942
5,25,0.93345,0.07460220158100128,1,0.9942
5,26,0.93345,0.07460220158100128,1,0.9942
5,27,0.94595,0.08321274816989899,0.9747110967461848,0.99428
5,28,0.9325642857142857,0.04644152149558067,1,0.99556
5,29,0.9325642857142857,0.0928657278418541,1,0.99556
5,30,0.9325642857142857,0.0243486687541008,1,0.99556
5,31,0.9325642857142857,0.02240084670484066,1,0.99556
5,32,0.9321142857142857,0.05986449122428894,1,0.99488
5,33,0.9321142857142857,0.0748211070895195,1,0.99488
5,34,0.9321142857142857,0.061857447028160095,1,0.99488
5,35,0.9321142857142857,0.026334749534726143,1,0.99488
5,36,0.9321142857142857,0.0385868139564991,1,0.99488
5,37,0.9321142857142857,0.061857447028160095,1,0.99488
5,38,0.9321142857142857,0.0385868139564991,1,0.99488
5,39,0.9321142857142857,0.0748211070895195,1,0.99488
5,40,0.9321142857142857,0.026334749534726143,1,0.99488
5,41,0.9321142857142857,0.05986449122428894,1,0.99488
5,42,0.9321142857142857,0.05986449122428894,1,0.99488
5,43,0.9321142857142857,0.0385868139564991,1,0.99488
5,44,0.9321142857142857,0.0748211070895195,1,0.99488
