depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count,alpha_t,weak_contrib_ratio,collapse_proxy
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,0.314166099,0.597455502,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,121.719329834,210.824066162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.090205826,0.500000000,0.996079981,0.000000000,0.018412635,0.000000000,0.000000000,113.606391907,"false",global_robust,3,3,1.212073326,121.719329834,2.099372625,210.824066162,27,12,2,3,0.010000000,0.019607844,0.000000000
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,11,1.239462018,1.176627517,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,11,1.384632587,2.027811050,0.788328648,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.082273260,0.598159313,0.996079981,0.014550000,0.023512240,0.350541025,0.000600000,113.606391907,"false",global_robust,11,0,0.780565441,1.384632587,1.179645777,2.027811050,495,220,0,4,0.010000000,0.000000000,0.000000000
3,0.487524778,-0.003993093,0.000000000,0.000000000,0.000000000,0,1.000000000,17,0.796264470,0.767640412,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,132,"ConstraintPropagation:14|Cost:8|Performance:8|Refactor:46|Reliability:24|Structural:32",1.598618507,6,17,187.741348267,420.421203613,0.856880665,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.763266206,0.996079981,0.014550000,0.000000000,0.236733809,0.000600000,113.606391907,"false",global_robust,17,1,0.708429039,187.741348267,1.871987581,420.421203613,1224,544,1,4,0.010000000,0.003322259,0.000000000
4,0.483642936,-0.003881852,0.000000000,0.000000000,0.000000000,0,1.000000000,18,13.714869499,1.013882637,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,130,"ConstraintPropagation:12|Cost:7|Performance:8|Refactor:46|Reliability:24|Structural:33",1.576370358,6,18,180.218750000,397.376403809,0.893343270,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.869070947,0.996079981,0.029100001,0.000000000,0.130929068,0.000600000,113.606391907,"false",global_robust,18,1,2.330729961,180.218750000,7.997379303,397.376403809,1377,612,1,4,0.010000000,0.003322259,0.000000000
5,0.479801893,-0.003841039,0.000000000,0.000000000,0.000000000,0,1.000000000,7,1.053729653,2.514297247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,127,"ConstraintPropagation:12|Cost:6|Performance:8|Refactor:46|Reliability:24|Structural:31",1.568207860,6,7,312.663238525,494.491638184,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.898506105,0.996079981,0.022671429,0.000000000,0.101493895,0.000680000,113.606391907,"false",global_robust,7,1,1.375025511,312.663238525,2.350256205,494.491638184,189,84,1,4,0.010000000,0.003322259,0.000000000
6,0.475848615,-0.003953290,0.000000000,0.000000000,0.000000000,0,1.000000000,4,0.002679052,1.331140041,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,100,"ConstraintPropagation:10|Cost:6|Performance:6|Refactor:36|Reliability:20|Structural:22",1.590657949,6,4,373.956939697,747.913879395,0.499999881,0.000000000,0.000000000,0.000000000,0.000000000,0.907750010,0.000000000,0.923879564,0.995559990,0.024364285,0.000000000,0.076120421,0.000680000,113.606391907,"false",global_robust,4,1,0.778620541,373.956939697,1.557241082,747.913879395,54,24,1,4,0.010000000,0.003322259,0.000000000
7,0.473474801,-0.002373821,0.000000000,0.000000000,0.000000000,0,1.000000000,5,0.000625779,0.559286296,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,37,"ConstraintPropagation:3|Performance:3|Refactor:20|Reliability:8|Structural:3",1.274764180,5,5,175.101058960,391.537841797,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.925844908,0.996079981,0.021428572,0.000000000,0.074155100,0.000760000,113.606391907,"false",global_robust,5,1,0.645089209,175.101058960,1.442463279,391.537841797,90,40,1,4,0.010000000,0.003322259,0.000000000
8,0.471074194,-0.002400599,0.000000000,0.000000000,0.000000000,0,1.000000000,11,11117.382812500,1.115548730,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,48,"ConstraintPropagation:4|Performance:4|Refactor:26|Reliability:10|Structural:4",1.280119896,5,11,0.000001000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.938743591,0.996079981,0.021428572,0.000000000,0.061256390,0.001200000,113.606391907,"true",global_robust,11,1,0.000000000,0.000001000,0.000000000,0.000000000,495,220,1,4,0.010000000,0.003322259,0.000000000
9,0.468885392,-0.002188793,0.000000000,0.000000000,0.000000000,0,1.000000000,9,1390.425537109,1.787485600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,56,"ConstraintPropagation:3|Performance:3|Refactor:28|Reliability:17|Structural:5",1.237758517,5,9,175.165481567,263.402252197,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.946491301,0.996159971,0.033835713,0.000000000,0.053508669,0.001280000,113.606391907,"false",global_robust,9,1,0.467788666,175.165481567,0.701760530,263.402252197,324,144,1,4,0.010000000,0.003322259,0.000000000
10,0.465905756,-0.002979633,0.000000000,0.000000000,0.000000000,0,1.000000000,9,0.140661135,1.791618109,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,83,"ConstraintPropagation:6|Cost:1|Performance:6|Refactor:40|Reliability:18|Structural:12",1.395926595,6,9,94.202812195,186.927902222,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.949253082,0.996760011,0.033835713,0.000000000,0.050746948,0.001360000,113.606391907,"false",global_robust,9,1,0.256413937,94.202812195,0.508986652,186.927902222,324,144,1,4,0.010000000,0.003322259,0.000000000
11,0.463330984,-0.002574768,0.000000000,0.000000000,0.000000000,0,1.000000000,10,0.321724802,1.876100421,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,68,"ConstraintPropagation:5|Cost:1|Performance:5|Refactor:36|Reliability:16|Structural:5",1.314953685,6,10,45.441841125,143.699722290,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.949253082,0.996760011,0.033835713,0.000000000,0.050746948,0.001360000,113.606391907,"false",global_robust,10,1,0.149547264,45.441841125,0.472909957,143.699722290,405,180,1,4,0.010000000,0.003322259,0.000000000
12,0.460756212,-0.002574768,0.000000000,0.000000000,0.000000000,0,1.000000000,9,0.332621306,1.865197897,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,68,"ConstraintPropagation:5|Cost:1|Performance:5|Refactor:36|Reliability:16|Structural:5",1.314953685,6,9,100.982330322,200.380599976,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.949253082,0.996760011,0.033835713,0.000000000,0.050746948,0.001360000,113.606391907,"false",global_robust,9,1,0.333128095,100.982330322,0.661152422,200.380599976,324,144,1,4,0.010000000,0.003322259,0.000000000
13,0.458181471,-0.002574768,0.000000000,0.000000000,0.000000000,0,1.000000000,9,0.332522720,1.868292332,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,68,"ConstraintPropagation:5|Cost:1|Performance:5|Refactor:36|Reliability:16|Structural:5",1.314953685,6,9,100.982330322,200.380599976,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.949253082,0.996760011,0.033835713,0.000000000,0.050746948,0.001360000,113.606391907,"false",global_robust,9,1,0.333147436,100.982330322,0.661191046,200.380599976,324,144,1,4,0.010000000,0.003322259,0.000000000
14,0.455606699,-0.002574768,0.000000000,0.000000000,0.000000000,0,1.000000000,9,0.332424045,1.871383905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,68,"ConstraintPropagation:5|Cost:1|Performance:5|Refactor:36|Reliability:16|Structural:5",1.314953685,6,9,100.982330322,200.380599976,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.949253082,0.996760011,0.033835713,0.000000000,0.050746948,0.001360000,113.606391907,"false",global_robust,9,1,0.333166927,100.982330322,0.661230028,200.380599976,324,144,1,4,0.010000000,0.003322259,0.000000000
