depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count,alpha_t,weak_contrib_ratio,collapse_proxy
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,1.468770146,2.076587439,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,418.234741211,724.403808594,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.036828022,0.500000000,0.996079981,0.000000000,0.007154640,0.000000000,0.000000000,24.155204773,"false",global_robust,3,3,3.086349726,418.234741211,5.345714569,724.403808594,27,12,2,3,0.010000000,0.019607844,0.000000000
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,10,1.815796614,2.091494560,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,10,1.790557027,3.774823427,0.788328588,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.034336179,0.592262328,0.996079981,0.014550000,0.014069583,0.274745166,0.000600000,24.155204773,"false",global_robust,10,0,0.605013788,1.790557027,1.483419657,3.774823427,405,180,0,4,0.010000000,0.000000000,0.000000000
3,0.487546504,-0.003971369,0.000000000,0.000000000,0.000000000,0,1.000000000,22,3.327385187,1.339173675,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,158,"ConstraintPropagation:14|Cost:10|Performance:10|Refactor:54|Reliability:30|Structural:40",1.594273925,6,22,27.888452530,71.844039917,0.320016921,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.019955382,0.829778790,0.996420026,0.014550000,0.019955382,0.170221180,0.000340000,24.155204773,"false",global_robust,22,0,0.170537293,27.888452530,0.441730738,71.844039917,2079,924,0,4,0.010000000,0.000000000,0.000000000
4,0.483675748,-0.003870751,0.000000000,0.000000000,0.000000000,0,1.000000000,11,6.868114471,0.900173604,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,194,"ConstraintPropagation:17|Cost:11|Performance:12|Refactor:70|Reliability:36|Structural:48",1.574150205,6,11,122.602691650,324.622528076,0.377176672,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.918430746,0.996159971,0.028650001,0.000000000,0.081569262,0.000600000,24.155204773,"false",global_robust,11,1,0.336680204,122.602691650,0.577129900,324.622528076,495,220,1,4,0.010000000,0.003322259,0.000000000
5,0.480000138,-0.003675621,0.000000000,0.000000000,0.000000000,0,1.000000000,13,0.782181084,1.782660842,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,164,"ConstraintPropagation:13|Cost:6|Performance:11|Refactor:62|Reliability:33|Structural:39",1.535124183,6,13,43.359817505,124.154533386,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.954612195,0.996680021,0.029100001,0.000000000,0.045387808,0.000680000,24.155204773,"false",global_robust,13,1,0.336378664,43.359817505,0.643737018,124.154533386,702,312,1,4,0.010000000,0.003322259,0.000000000
6,0.476441681,-0.003558453,0.000000000,0.000000000,0.000000000,0,1.000000000,13,0.659197390,1.767963767,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,129,"ConstraintPropagation:10|Cost:5|Performance:9|Refactor:54|Reliability:29|Structural:22",1.511690617,6,13,34.853580475,124.829185486,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.952027380,0.996760011,0.032592855,0.000000000,0.047972620,0.000680000,24.155204773,"false",global_robust,13,1,0.067641608,34.853580475,0.162674621,124.829185486,702,312,1,4,0.010000000,0.003322259,0.000000000
7,0.473054856,-0.003386833,0.000000000,0.000000000,0.000000000,0,1.000000000,16,0.577837706,1.112124920,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,126,"ConstraintPropagation:11|Cost:4|Performance:8|Refactor:56|Reliability:28|Structural:19",1.477366686,6,16,2.018121719,6.757957458,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.949070156,0.996760011,0.029999999,0.000000000,0.050929867,0.001200000,24.155204773,"false",global_robust,16,1,0.109820478,2.018121719,0.177951068,6.757957458,1080,480,1,4,0.010000000,0.003322259,0.000000000
8,0.469471127,-0.003583742,0.000000000,0.000000000,0.000000000,0,1.000000000,16,1.628283978,1.767214298,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,143,"ConstraintPropagation:14|Cost:5|Performance:9|Refactor:60|Reliability:29|Structural:26",1.516748309,6,16,25.040742874,88.706672668,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907750010,0.000000000,0.951821387,0.996760011,0.030449999,0.000000000,0.048178617,0.001280000,24.155204773,"false",global_robust,16,1,0.244582102,25.040742874,0.580889404,88.706672668,1080,480,1,4,0.010000000,0.003322259,0.000000000
9,0.466065049,-0.003406061,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.196167201,1.617705584,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,149,"ConstraintPropagation:15|Cost:4|Performance:11|Refactor:68|Reliability:28|Structural:23",1.481212139,6,22,10.162820816,42.228359222,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.953337133,0.996760011,0.034814287,0.000000000,0.046662878,0.001360000,24.155204773,"false",global_robust,22,1,0.221676633,10.162820816,0.554319561,42.228359222,2079,924,1,4,0.010000000,0.003322259,0.000000000
10,0.462518930,-0.003546135,0.000000000,0.000000000,0.000000000,0,1.000000000,14,2.952128172,1.535145879,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,133,"ConstraintPropagation:12|Cost:5|Performance:8|Refactor:56|Reliability:29|Structural:23",1.509227037,6,14,25.334026337,83.926719666,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.923200011,0.000000000,0.954812109,0.996680021,0.039122727,0.000000000,0.045187902,0.001440000,24.155204773,"false",global_robust,14,1,0.301177055,25.334026337,0.653637409,83.926719666,819,364,1,4,0.010000000,0.003322259,0.000000000
