depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count,alpha_t,weak_contrib_ratio,collapse_proxy
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,0.314166099,0.597455502,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,121.719329834,210.824066162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.090205826,0.500000000,0.996079981,0.000000000,0.018412635,0.000000000,0.000000000,75.104507446,"false",global_robust,3,3,1.212073326,121.719329834,2.099372625,210.824066162,27,12,2,3,0.010000000,0.019607844,0.000000000
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,12,1.221193671,1.221077204,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,12,2.863190174,4.941537857,0.788328648,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.087324381,0.598159313,0.996079981,0.014550000,0.023532137,0.350541025,0.000600000,75.104507446,"false",global_robust,12,0,0.712699652,2.863190174,0.966118693,4.941537857,594,264,0,4,0.010000000,0.000000000,0.000000000
3,0.487518519,-0.003999367,0.000000000,0.000000000,0.000000000,0,1.000000000,19,1.650044084,1.280351520,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,193,"ConstraintPropagation:19|Cost:12|Performance:12|Refactor:66|Reliability:36|Structural:48",1.599873424,6,19,89.563858032,269.864440918,0.856880665,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.757962942,0.996079981,0.014550000,0.000000000,0.242037073,0.000680000,75.104507446,"false",global_robust,19,1,0.214022592,89.563858032,0.430343091,269.864440918,1539,684,1,4,0.010000000,0.003322259,0.000000000
4,0.483675569,-0.003842958,0.000000000,0.000000000,0.000000000,0,1.000000000,21,2.471394777,1.079744339,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,194,"ConstraintPropagation:16|Cost:11|Performance:12|Refactor:70|Reliability:36|Structural:49",1.568591714,6,21,50.184597015,206.731018066,0.893343270,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.878981471,0.996079981,0.029100001,0.000000000,0.121018536,0.000680000,75.104507446,"false",global_robust,21,1,0.229289189,50.184597015,0.429976851,206.731018066,1890,840,1,4,0.010000000,0.003322259,0.000000000
5,0.479793668,-0.003881885,0.000000000,0.000000000,0.000000000,0,1.000000000,6,3.841232538,2.145614386,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,194,"ConstraintPropagation:19|Cost:10|Performance:12|Refactor:70|Reliability:36|Structural:47",1.576376915,6,6,249.447189331,386.442016602,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.917745054,0.996079981,0.022671429,0.000000000,0.082254954,0.000680000,75.104507446,"false",global_robust,6,1,0.511314750,249.447189331,0.796557367,386.442016602,135,60,1,4,0.010000000,0.003322259,0.000000000
6,0.475928783,-0.003864882,0.000000000,0.000000000,0.000000000,0,1.000000000,17,2.121260166,0.672831714,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,66,"ConstraintPropagation:7|Cost:3|Performance:4|Refactor:24|Reliability:15|Structural:13",1.572976351,6,17,54.556819916,204.537475586,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.919591665,0.996079981,0.024814285,0.000000000,0.080408357,0.000680000,75.104507446,"false",global_robust,17,1,0.615296781,54.556819916,0.920179188,204.537475586,1224,544,1,4,0.010000000,0.003322259,0.000000000
7,0.472178012,-0.003750768,0.000000000,0.000000000,0.000000000,0,1.000000000,11,0.143128440,1.793433428,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,173,"ConstraintPropagation:18|Cost:7|Performance:11|Refactor:68|Reliability:33|Structural:36",1.550153613,6,11,5.952982903,10.069540977,0.999999762,0.000000000,0.000000000,0.000000000,0.000000000,0.907750010,0.000000000,0.925844908,0.996079981,0.030449999,0.000000000,0.074155100,0.001200000,75.104507446,"false",global_robust,11,1,0.497624040,5.952982903,0.554736853,10.069540977,495,220,1,4,0.010000000,0.003322259,0.000000000
8,0.469817907,-0.002360117,0.000000000,0.000000000,0.000000000,0,1.000000000,9,0.130389810,1.528112054,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,100,"ConstraintPropagation:8|Performance:8|Refactor:54|Reliability:22|Structural:8",1.272023439,5,9,53.625953674,160.128051758,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.922637880,0.996079981,0.033835713,0.000000000,0.077362105,0.001200000,75.104507446,"false",global_robust,9,1,0.251678318,53.625953674,0.522162080,160.128051758,324,144,1,4,0.010000000,0.003322259,0.000000000
9,0.467984229,-0.001833666,0.000000000,0.000000000,0.000000000,0,1.000000000,7,142.078231812,1.067604542,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,57,"ConstraintPropagation:3|Performance:3|Refactor:30|Reliability:18|Structural:3",1.166733265,5,7,294.913238525,584.158081055,0.999999881,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.922979414,0.996079981,0.033835713,0.000000000,0.077020556,0.001280000,75.104507446,"false",global_robust,7,1,12.161077499,294.913238525,31.612686157,584.158081055,189,84,1,4,0.010000000,0.003322259,0.000000000
10,0.465125114,-0.002859131,0.000000000,0.000000000,0.000000000,0,1.000000000,14,770.343994141,1.065696597,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,74,"ConstraintPropagation:6|Cost:1|Performance:6|Refactor:38|Reliability:15|Structural:8",1.371826291,6,14,32.187736511,120.435485840,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.927867413,0.996159971,0.034364287,0.000000000,0.072132573,0.001280000,75.104507446,"false",global_robust,14,1,0.105176374,32.187736511,0.393533945,120.435485840,819,364,1,4,0.010000000,0.003322259,0.000000000
