variant,depth,beam_index,rule_id,objective_vector_raw,objective_vector_norm
Base,80,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,80,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,80,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,80,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,81,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,81,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,81,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,81,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,81,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,82,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,82,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,82,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,82,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,82,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,83,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,83,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,83,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,83,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,83,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,84,0,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,84,1,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,84,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,84,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,84,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,85,0,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,85,1,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,85,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,85,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,85,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,86,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,86,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,86,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,86,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,86,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,87,0,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,87,1,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,87,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,87,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,87,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,88,0,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,88,1,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,88,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,88,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,88,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,89,0,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,89,1,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,89,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,89,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,89,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,90,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,90,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,90,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,90,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,90,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,91,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,91,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,91,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,91,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,91,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,92,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,92,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,92,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,92,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,92,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,93,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,93,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190538897|0.000000000|-0.998336106"
Base,93,2,000000000000000000000000000003f6,"0.987400000|0.232494652|1.000000000|0.983200000","-1.995565410|1.435131021|0.000000000|-1.996672213"
Base,93,3,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,93,4,000000000000000000000000000003ef,"0.988300000|0.228170365|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,94,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,94,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,94,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,94,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,94,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,95,0,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,95,1,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,95,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,95,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,95,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,96,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,96,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,96,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,96,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,96,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,97,0,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,97,1,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,97,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,97,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,97,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,98,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,98,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,98,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,98,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,98,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,99,0,000000000000000000000000000003f6,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,99,1,000000000000000000000000000003f7,"0.987850000|0.231757686|1.000000000|0.983800000","-0.997782705|1.190565509|0.000000000|-0.998336106"
Base,99,2,000000000000000000000000000003f6,"0.987400000|0.232494637|1.000000000|0.983200000","-1.995565410|1.435145216|0.000000000|-1.996672213"
Base,99,3,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,99,4,000000000000000000000000000003ef,"0.988300000|0.228170350|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,100,0,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,100,1,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.190560563|0.000000000|-0.998336106"
Base,100,2,000000000000000000000000000003f6,"0.987400000|0.232494578|1.000000000|0.983200000","-1.995565410|1.435130379|0.000000000|-1.996672213"
Base,100,3,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,100,4,000000000000000000000000000003ef,"0.988300000|0.228170335|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Delta,1,0,000000000000000000000000000003ed,"0.020978571|0.002984002|0.000000000|-0.000680000","0.830331850|0.346335512|0.000000000|-2.111436950"
Delta,1,1,000000000000000000000000000003ea,"0.000000000|0.000000000|0.000000000|0.000000000","0.000000000|-0.346335512|0.000000000|-0.117302053"
Delta,1,2,000000000000000000000000000003f8,"0.000000000|0.000000000|0.000000000|0.000000000","0.000000000|-0.346335512|0.000000000|-0.117302053"
Delta,1,3,000000000000000000000000000003f9,"0.030000000|-0.060081653|0.000000000|0.000080000","1.187399990|-14.292980670|0.000000000|0.117302053"
Delta,1,4,000000000000000000000000000003fb,"-0.029550000|0.008613929|0.000000000|0.000680000","-1.169588990|1.653200232|0.000000000|1.876832845"
Delta,2,0,000000000000000000000000000003ed,"0.029550000|0.010589927|0.500000000|-0.000680000","2.030788262|67.279246020|0.000000000|-8.395061728"
Delta,2,1,000000000000000000000000000003ed,"0.015621429|0.013350263|0.500000000|-0.000680000","1.073563918|84.816033947|0.000000000|-8.395061728"
Delta,2,2,000000000000000000000000000003f2,"0.045000000|-0.067920364|0.500000000|0.000080000","3.092570957|-431.507291905|0.000000000|0.987654321"
Delta,2,3,000000000000000000000000000003f2,"0.042857143|-0.068042636|0.500000000|0.000160000","2.945305674|-432.284099198|0.000000000|1.975308642"
Delta,2,4,000000000000000000000000000003f8,"0.000000000|0.000000000|0.500000000|0.000000000","0.000000000|0.000000000|0.000000000|0.000000000"
Delta,3,0,000000000000000000000000000003f2,"0.060000000|-0.067236982|0.000000000|0.000160000","4.978839930|-22.524710456|0.000000000|1.975308642"
Delta,3,1,000000000000000000000000000003ed,"0.020978571|0.002984032|0.000000000|-0.000680000","1.740815818|0.999664995|0.000000000|-8.395061728"
Delta,3,2,000000000000000000000000000003eb,"0.012050000|0.009300947|0.000000000|-0.000680000","0.999917019|3.115861767|0.000000000|-8.395061728"
Delta,3,3,000000000000000000000000000003ed,"0.014550000|0.011273317|-0.010319732|-0.000680000","1.207368683|3.776615094|-10319.731693333|-8.395061728"
Delta,3,4,000000000000000000000000000003f2,"0.048214286|-0.071377277|0.000000000|0.000240000","4.000853515|-23.911729101|0.000000000|2.962962963"
Delta,4,0,000000000000000000000000000003e9,"0.030000000|0.038748197|0.003439911|0.000080000","1.429962481|0.999979188|3439.910564444|-0.854092527"
Delta,4,1,000000000000000000000000000003f5,"0.050000000|-0.072918802|0.000000000|0.000320000","2.383270801|-1.323986684|0.000000000|0.000000000"
Delta,4,2,000000000000000000000000000003f2,"0.050000000|-0.072286636|-0.003070095|0.000320000","2.383270801|-1.310830298|-3070.095316255|0.000000000"
Delta,4,3,000000000000000000000000000003f2,"0.042857143|-0.068042636|0.000000000|0.000160000","2.042803544|-1.222505989|0.000000000|-0.569395018"
Delta,4,4,000000000000000000000000000003fb,"-0.012050000|-0.009300992|0.000000000|0.000680000","-0.574368263|0.000000000|0.000000000|1.281138790"
Delta,5,0,000000000000000000000000000003ed,"0.012050000|0.002705202|0.000000000|-0.000680000","1.421062385|0.287846305|0.000000000|-1.060842434"
Delta,5,1,000000000000000000000000000003f2,"0.048214286|-0.071377285|0.000000000|0.000240000","5.685934262|-15.477611377|0.000000000|0.374414977"
Delta,5,2,000000000000000000000000000003ee,"0.004907143|0.008498468|0.000000000|-0.000680000","0.578701754|1.520708408|0.000000000|-1.060842434"
Delta,5,3,000000000000000000000000000003ed,"0.004907143|0.010015614|-0.005159866|-0.000680000","0.578701754|1.843571682|-2.998256782|-1.060842434"
Delta,5,4,000000000000000000000000000003eb,"0.003835714|0.003672212|0.001719955|-0.000680000","0.452347659|0.493635412|0.999418927|-1.060842434"
Delta,6,0,000000000000000000000000000003e9,"0.016071429|0.043615639|0.001031973|0.000080000","0.000000000|22.571720532|0.999031921|-0.995850622"
Delta,6,1,000000000000000000000000000003e9,"0.021428571|0.000000000|0.001031973|0.000080000","0.190493607|0.999505402|0.999031921|-0.995850622"
Delta,6,2,000000000000000000000000000003f6,"0.050000000|-0.072060011|0.000000000|0.000320000","1.206459511|-34.641243989|0.000000000|0.000000000"
Delta,6,3,000000000000000000000000000003e9,"0.016071429|0.043618642|-0.078270993|0.000080000","0.000000000|22.573205604|-75.772531990|-0.995850622"
Delta,6,4,000000000000000000000000000003fb,"-0.003835714|-0.003672212|0.001031973|0.000680000","-0.707874244|-0.816764095|0.999031921|1.493775934"
Delta,7,0,000000000000000000000000000003eb,"0.001335714|0.009802118|0.013045165|-0.000680000","0.999251897|2.352980870|17.935419622|-1.131447587"
Delta,7,1,000000000000000000000000000003f2,"0.000000000|0.000000000|0.013045165|0.000000000","0.000000000|0.000000000|17.935419622|0.000000000"
Delta,7,2,000000000000000000000000000003ea,"0.000000000|0.000000000|0.013045165|0.000000000","0.000000000|0.000000000|17.935419622|0.000000000"
Delta,7,3,000000000000000000000000000003e9,"0.000000000|0.000000000|0.013045165|0.000000000","0.000000000|0.000000000|17.935419622|0.000000000"
Delta,7,4,000000000000000000000000000003eb,"0.001335714|0.009874605|0.000687982|-0.000680000","0.999251897|2.370381172|0.000000000|-1.131447587"
Delta,8,0,000000000000000000000000000003e9,"0.016071429|0.000000000|0.009317975|0.000080000","19.602556421|-2.050410015|0.000000000|760.000000000"
Delta,8,1,000000000000000000000000000003e9,"0.012500000|0.000000000|0.009317975|0.000080000","14.609546635|-2.050410015|0.000000000|760.000000000"
Delta,8,2,000000000000000000000000000003eb,"0.001335714|0.009802073|0.009317975|-0.000680000","-0.998601957|0.999688831|0.000000000|0.000000000"
Delta,8,3,000000000000000000000000000003eb,"0.001335714|0.009802073|0.009317975|-0.000680000","-0.998601957|0.999688831|0.000000000|0.000000000"
Delta,8,4,000000000000000000000000000003eb,"0.002050000|0.006589383|0.009317975|-0.000680000","0.000000000|0.000000000|0.000000000|0.000000000"
Delta,9,0,000000000000000000000000000003e9,"0.025000000|0.000000000|0.006988481|0.000160000","6.776479521|-0.999763735|0.000000000|839.999999907"
Delta,9,1,000000000000000000000000000003eb,"0.002050000|0.006589383|0.006988481|-0.000680000","0.000000000|0.557074293|0.000000000|-0.000000000"
Delta,9,2,000000000000000000000000000003eb,"0.002050000|0.006589383|0.006988481|-0.000680000","0.000000000|0.557074293|0.000000000|-0.000000000"
Delta,9,3,000000000000000000000000000003eb,"0.002277273|0.004231542|0.006988481|-0.000680000","0.067107145|0.000000000|0.000000000|0.000000000"
Delta,9,4,000000000000000000000000000003eb,"-0.002235714|0.009802118|0.006988481|-0.000680000","-1.265449023|1.316129913|0.000000000|0.000000000"
Delta,10,0,000000000000000000000000000003e9,"0.030000000|0.000000000|0.005435486|0.000240000","1272.898032202|-0.422575818|0.000000000|0.997830803"
Delta,10,1,000000000000000000000000000003ed,"0.002277273|0.009294227|0.005435486|-0.000680000","0.000000000|1.433728648|0.000000000|-0.997830803"
Delta,10,2,000000000000000000000000000003eb,"0.002277273|0.004231542|0.005435486|-0.000680000","0.000000000|0.422575818|0.000000000|-0.997830803"
Delta,10,3,000000000000000000000000000003eb,"0.002277273|0.004231542|0.005435486|-0.000680000","0.000000000|0.422575818|0.000000000|-0.997830803"
Delta,10,4,000000000000000000000000000003fb,"0.002235714|-0.009802118|0.005435486|0.000680000","-1.908169350|-2.380319672|0.000000000|1.952277657"
Delta,11,0,000000000000000000000000000003e9,"0.032727273|0.000000000|0.004348388|0.000320000","14.717661310|-6.389518892|0.000000000|999.999999889"
Delta,11,1,000000000000000000000000000003f4,"0.002172378|0.010343835|0.004348388|-0.000680000","0.990215215|1.197948032|0.000000000|-0.000000000"
Delta,11,2,000000000000000000000000000003ed,"0.002277273|0.009294227|0.004348388|-0.000680000","1.037341605|0.428033768|0.000000000|-0.000000000"
Delta,11,3,000000000000000000000000000003ed,"0.002277273|0.009294227|0.004348388|-0.000680000","1.037341605|0.428033768|0.000000000|-0.000000000"
Delta,11,4,000000000000000000000000000003ed,"-0.002235714|0.003433116|0.004348388|-0.000680000","-0.990215215|-3.871240803|0.000000000|0.000000000"
Delta,12,0,000000000000000000000000000003f2,"0.034090909|0.000000000|0.003557772|0.000400000","7.344760501|0.000000000|0.000000000|0.000000000"
Delta,12,1,000000000000000000000000000003e9,"0.034090909|0.000000000|0.003557772|0.000400000","7.344760501|0.000000000|0.000000000|0.000000000"
Delta,12,2,000000000000000000000000000003f4,"0.002172378|0.010343835|0.003557772|-0.000680000","0.000000000|1.553055111|0.000000000|-3.843416370"
Delta,12,3,000000000000000000000000000003f4,"0.002172378|0.010343835|0.003557772|-0.000680000","0.000000000|1.553055111|0.000000000|-3.843416370"
Delta,12,4,000000000000000000000000000003ef,"-0.002172378|-0.006659314|0.003557772|0.000680000","-0.999769890|-0.999849857|0.000000000|0.996441281"
Delta,13,0,000000000000000000000000000003e9,"0.034615385|0.000000000|0.002964810|0.000480000","73.071687525|0.413916768|0.000000000|-0.990099010"
Delta,13,1,000000000000000000000000000003f2,"0.034615385|0.000000000|0.002964810|0.000480000","73.071687525|0.413916768|0.000000000|-0.990099010"
Delta,13,2,000000000000000000000000000003eb,"0.002022527|0.010205403|0.002964810|-0.000680000","8.332357709|2.580419776|0.000000000|-12.475247525"
Delta,13,3,000000000000000000000000000003eb,"0.002022527|0.010205403|0.002964810|-0.000680000","8.332357709|2.580419776|0.000000000|-12.475247525"
Delta,13,4,000000000000000000000000000003ed,"0.002172378|0.004105717|0.002964810|-0.000680000","8.630005695|1.285518618|0.000000000|-12.475247525"
Delta,14,0,000000000000000000000000000003e9,"0.034615385|0.000000000|0.002508686|0.000560000","69.663748383|0.219963516|0.000000000|-0.983606557"
Delta,14,1,000000000000000000000000000003eb,"0.002022527|0.010243237|0.002508686|-0.000680000","7.691314101|1.444329777|0.000000000|-21.311475410"
Delta,14,2,000000000000000000000000000003eb,"-0.002922527|0.010205403|0.002508686|-0.000680000","-1.711270375|1.439807502|0.000000000|-21.311475410"
Delta,14,3,000000000000000000000000000003fb,"-0.002172378|-0.003680497|0.002508686|0.000680000","-0.284926802|-0.219963516|0.000000000|0.983606557"
Delta,14,4,000000000000000000000000000003fb,"-0.002022527|-0.010205403|0.002508686|0.000680000","0.000000000|-0.999880471|0.000000000|0.983606557"
Delta,15,0,000000000000000000000000000003e9,"0.034615385|0.000000000|0.002150302|0.000480000","7.732064062|0.000000000|0.000000000|0.000000000"
Delta,15,1,000000000000000000000000000003f2,"0.034615385|0.000000000|0.002150302|0.000480000","7.732064062|0.000000000|0.000000000|0.000000000"
Delta,15,2,000000000000000000000000000003e9,"0.029670330|0.000000000|0.002150302|0.000480000","6.553520975|0.000000000|0.000000000|0.000000000"
Delta,15,3,000000000000000000000000000003ee,"0.002022527|0.005862907|0.002150302|-0.000680000","-0.035713427|1.048011565|0.000000000|-5.771144279"
Delta,15,4,000000000000000000000000000003ee,"0.002172378|0.001295924|0.002150302|-0.000680000","0.000000000|0.231650209|0.000000000|-5.771144279"
Delta,16,0,000000000000000000000000000003f2,"0.034615385|0.000000000|-0.017290438|0.000560000","7.909006349|0.000000000|-19154.032837146|0.664819945"
Delta,16,1,000000000000000000000000000003f7,"0.034615385|-0.057417616|0.001863595|0.000560000","7.909006349|-9.734336284|0.000000000|0.664819945"
Delta,16,2,000000000000000000000000000003ea,"0.004945055|0.000000000|0.001863595|0.000080000","0.709182636|0.000000000|0.000000000|-0.664819945"
Delta,16,3,000000000000000000000000000003ee,"0.002022527|0.005590767|0.001863595|-0.000680000","0.000000000|0.947834591|0.000000000|-2.770083102"
Delta,16,4,000000000000000000000000000003eb,"0.002022527|0.010373160|-0.006327144|-0.000680000","0.000000000|1.758621077|-8190.739472724|-2.770083102"
Delta,17,0,000000000000000000000000000003e9,"0.029670330|0.000000000|0.002142567|0.000480000","40.069115018|0.623968224|0.000000000|-0.425531915"
Delta,17,1,000000000000000000000000000003eb,"0.001857692|0.004021168|0.002142567|-0.000680000","4.442505032|1.676366186|0.000000000|-8.652482270"
Delta,17,2,000000000000000000000000000003f2,"0.000000000|0.000000000|0.002827773|0.000000000","2.062893259|0.623968224|1.335889046|-3.829787234"
Delta,17,3,000000000000000000000000000003ee,"-0.002757692|0.001559615|0.002827773|-0.000680000","-1.469573908|1.032142140|1.335889046|-8.652482270"
Delta,17,4,000000000000000000000000000003ef,"-0.001198352|-0.006204113|0.001630646|0.000680000","0.527864191|-0.999738285|-0.998050383|0.992907801"
Delta,18,0,000000000000000000000000000003e9,"0.030000000|0.000000000|0.001890500|0.000560000","29.225629244|0.000000000|0.000000000|0.798668885"
Delta,18,1,000000000000000000000000000003eb,"0.001198352|0.010199651|0.001438805|-0.000680000","2.180204334|2.737946808|-0.745872071|-1.264559068"
Delta,18,2,000000000000000000000000000003f2,"0.000000000|0.000000000|0.002495094|0.000000000","1.054923963|0.000000000|0.998348727|-0.133111481"
Delta,18,3,000000000000000000000000000003ea,"0.000000000|0.000000000|0.002495094|0.000000000","1.054923963|0.000000000|0.998348727|-0.133111481"
