variant,depth,corr_matrix_flat,mean_nn_dist,spacing,pareto_front_size,collapse_flag
Delta,24,"1.000000|-0.160438|0.154537|0.225138|-0.160438|1.000000|-0.285553|-0.887188|0.154537|-0.285553|1.000000|0.435239|0.225138|-0.887188|0.435239|1.000000",3185.062090249,7637.968336070,13,false
Delta,25,"1.000000|-0.623496|-0.501656|0.399461|-0.623496|1.000000|-0.100666|-0.376399|-0.501656|-0.100666|1.000000|-0.028239|0.399461|-0.376399|-0.028239|1.000000",22.400413093,52.650973146,15,false
Delta,26,"1.000000|-0.541038|0.200725|0.652344|-0.541038|1.000000|-0.715302|-0.900753|0.200725|-0.715302|1.000000|0.426763|0.652344|-0.900753|0.426763|1.000000",61.170262885,142.179119742,10,false
Delta,27,"1.000000|-0.615034|-0.400674|0.312596|-0.615034|1.000000|-0.209637|-0.344757|-0.400674|-0.209637|1.000000|0.156300|0.312596|-0.344757|0.156300|1.000000",18.007417383,50.532377702,13,false
Delta,28,"1.000000|-0.652962|-0.503176|0.738836|-0.652962|1.000000|-0.222726|-0.516115|-0.503176|-0.222726|1.000000|-0.247514|0.738836|-0.516115|-0.247514|1.000000",44.330028281,83.307032111,13,false
Delta,29,"1.000000|-0.663153|-0.085963|0.774500|-0.663153|1.000000|-0.269983|-0.469304|-0.085963|-0.269983|1.000000|0.088001|0.774500|-0.469304|0.088001|1.000000",46.989943216,138.694049286,14,false
Delta,30,"1.000000|-0.575770|-0.355953|0.613494|-0.575770|1.000000|-0.288879|-0.349712|-0.355953|-0.288879|1.000000|0.007702|0.613494|-0.349712|0.007702|1.000000",0.433789610,0.767984203,18,false
Delta,31,"1.000000|-0.066807|0.197794|0.312902|-0.066807|1.000000|-0.226128|-0.910026|0.197794|-0.226128|1.000000|0.429578|0.312902|-0.910026|0.429578|1.000000",1.396968078,2.095939474,10,false
Delta,32,"1.000000|-0.172758|0.192387|0.371015|-0.172758|1.000000|-0.318526|-0.941904|0.192387|-0.318526|1.000000|0.391620|0.371015|-0.941904|0.391620|1.000000",15.827307503,46.461917663,10,false
Delta,33,"1.000000|-0.251592|0.211062|0.572349|-0.251592|1.000000|-0.319248|-0.915925|0.211062|-0.319248|1.000000|0.331869|0.572349|-0.915925|0.331869|1.000000",1443.025104380,4557.478881040,10,false
Delta,34,"1.000000|-0.204458|0.139521|0.509563|-0.204458|1.000000|-0.693094|-0.866386|0.139521|-0.693094|1.000000|0.381561|0.509563|-0.866386|0.381561|1.000000",1286.356383231,4209.204720118,11,false
Delta,35,"1.000000|-0.489105|0.172424|0.651786|-0.489105|1.000000|-0.229498|-0.913886|0.172424|-0.229498|1.000000|0.142286|0.651786|-0.913886|0.142286|1.000000",94.612530342,175.286605155,9,false
Delta,36,"1.000000|-0.519899|0.377629|0.600099|-0.519899|1.000000|-0.572486|-0.941849|0.377629|-0.572486|1.000000|0.464292|0.600099|-0.941849|0.464292|1.000000",410.717873335,1098.149652856,10,false
Delta,37,"1.000000|-0.322691|0.286957|0.456170|-0.322691|1.000000|-0.508990|-0.974545|0.286957|-0.508990|1.000000|0.522598|0.456170|-0.974545|0.522598|1.000000",0.707894272,1.935636164,12,false
Delta,38,"1.000000|-0.373206|0.236962|0.567416|-0.373206|1.000000|-0.777352|-0.860013|0.236962|-0.777352|1.000000|0.404875|0.567416|-0.860013|0.404875|1.000000",28.178377288,88.578965390,10,false
Delta,39,"1.000000|-0.495154|0.000000|0.596401|-0.495154|1.000000|0.000000|-0.917206|0.000000|0.000000|1.000000|0.000000|0.596401|-0.917206|0.000000|1.000000",40.359204846,105.740503628,7,false
Delta,40,"1.000000|0.186758|0.000000|0.223206|0.186758|1.000000|0.000000|-0.915007|0.000000|0.000000|1.000000|0.000000|0.223206|-0.915007|0.000000|1.000000",257.350814202,468.425093354,5,false
Delta,41,"1.000000|-0.078443|0.389243|0.445993|-0.078443|1.000000|-0.643819|-0.914755|0.389243|-0.643819|1.000000|0.710196|0.445993|-0.914755|0.710196|1.000000",1350.684450211,2676.706490949,9,false
Delta,42,"1.000000|-0.255723|0.338816|0.594264|-0.255723|1.000000|-0.415142|-0.864068|0.338816|-0.415142|1.000000|0.614098|0.594264|-0.864068|0.614098|1.000000",566.528769619,738.063439104,10,false
Delta,43,"1.000000|-0.594896|0.303976|0.591632|-0.594896|1.000000|-0.188674|-0.173935|0.303976|-0.188674|1.000000|0.529372|0.591632|-0.173935|0.529372|1.000000",727.644049917,1483.538708670,14,false
Delta,44,"1.000000|-0.942122|0.689927|0.971458|-0.942122|1.000000|-0.679525|-0.964892|0.689927|-0.679525|1.000000|0.648892|0.971458|-0.964892|0.648892|1.000000",565.924961471,1467.334265287,12,false
Delta,45,"1.000000|-0.791904|0.693929|0.932893|-0.791904|1.000000|-0.956215|-0.839304|0.693929|-0.956215|1.000000|0.669349|0.932893|-0.839304|0.669349|1.000000",2.614675510,5.370973069,8,false
Delta,46,"1.000000|-0.512815|0.380567|0.730924|-0.512815|1.000000|-0.185009|-0.957110|0.380567|-0.185009|1.000000|0.238090|0.730924|-0.957110|0.238090|1.000000",73.922277475,174.092244989,9,false
Delta,47,"1.000000|-0.280118|0.535988|0.666479|-0.280118|1.000000|-0.550957|-0.853647|0.535988|-0.550957|1.000000|0.556926|0.666479|-0.853647|0.556926|1.000000",4.060161962,14.893972511,15,false
Delta,48,"1.000000|-0.803814|0.529017|0.932510|-0.803814|1.000000|-0.385056|-0.952075|0.529017|-0.385056|1.000000|0.386176|0.932510|-0.952075|0.386176|1.000000",8.067295034,29.087045898,13,false
Delta,49,"1.000000|-0.665233|0.423607|0.790010|-0.665233|1.000000|-0.448096|-0.977967|0.423607|-0.448096|1.000000|0.495162|0.790010|-0.977967|0.495162|1.000000",384.642801984,832.103990379,9,false
Delta,50,"1.000000|-0.330315|0.528235|0.592068|-0.330315|1.000000|-0.525277|-0.908134|0.528235|-0.525277|1.000000|0.608864|0.592068|-0.908134|0.608864|1.000000",382.364080900,888.594689409,12,false
Delta,51,"1.000000|-0.520220|0.412117|0.698407|-0.520220|1.000000|-0.550318|-0.883819|0.412117|-0.550318|1.000000|0.493519|0.698407|-0.883819|0.493519|1.000000",524.065066181,1073.208743236,10,false
Delta,52,"1.000000|-0.043935|0.417815|0.392159|-0.043935|1.000000|-0.536899|-0.888541|0.417815|-0.536899|1.000000|0.645497|0.392159|-0.888541|0.645497|1.000000",692.304045047,1732.732834473,9,false
Delta,53,"1.000000|-0.354824|0.256371|0.625518|-0.354824|1.000000|-0.219724|-0.890606|0.256371|-0.219724|1.000000|0.466949|0.625518|-0.890606|0.466949|1.000000",1757.663668661,3703.579598231,10,false
Delta,54,"1.000000|-0.459630|0.250291|0.389422|-0.459630|1.000000|-0.172832|-0.156159|0.250291|-0.172832|1.000000|0.467165|0.389422|-0.156159|0.467165|1.000000",1551.418688658,3975.078363010,12,false
Delta,55,"1.000000|-0.379188|0.430017|0.658236|-0.379188|1.000000|-0.805168|-0.881775|0.430017|-0.805168|1.000000|0.591343|0.658236|-0.881775|0.591343|1.000000",61.367077090,144.524576951,6,false
Delta,56,"1.000000|-0.640579|-0.462754|0.451793|-0.640579|1.000000|-0.168359|-0.177759|-0.462754|-0.168359|1.000000|0.143031|0.451793|-0.177759|0.143031|1.000000",537.276037465,1108.319370574,10,false
Delta,57,"1.000000|-0.610421|0.657696|0.902049|-0.610421|1.000000|-0.318457|-0.888270|0.657696|-0.318457|1.000000|0.519802|0.902049|-0.888270|0.519802|1.000000",27.545880442,98.214829635,14,false
Delta,58,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,12,true
Delta,59,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,12,true
Delta,60,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,12,true
Delta,61,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,12,true
Delta,62,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,12,true
Delta,63,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,64,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,65,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,66,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,67,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,68,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,69,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,70,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,71,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,72,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,73,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,74,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,75,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,76,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,77,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,78,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,79,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,80,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,81,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,82,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,83,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,11,true
Delta,84,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,85,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,86,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,87,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,88,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,89,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,90,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,91,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,92,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,93,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,94,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,95,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,96,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,97,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,98,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,99,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Delta,100,"1.000000|-1.000000|0.000000|1.000000|-1.000000|1.000000|0.000000|-1.000000|0.000000|0.000000|1.000000|0.000000|1.000000|-1.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,1,"1.000000|-0.694835|0.615459|-0.810728|-0.694835|1.000000|-0.989628|0.142781|0.615459|-0.989628|1.000000|-0.044882|-0.810728|0.142781|-0.044882|1.000000",52.488945661,127.455077037,6,false
Ortho,2,"1.000000|-0.534782|-0.224344|-0.747138|-0.534782|1.000000|0.299981|-0.108376|-0.224344|0.299981|1.000000|0.192194|-0.747138|-0.108376|0.192194|1.000000",28865.600081428,115458.004405027,16,false
Ortho,3,"1.000000|-0.599935|-0.230434|-0.386629|-0.599935|1.000000|0.058781|-0.445957|-0.230434|0.058781|1.000000|-0.101766|-0.386629|-0.445957|-0.101766|1.000000",7861.481053431,31088.867531775,18,false
Ortho,4,"1.000000|-0.820782|-0.325919|-0.213831|-0.820782|1.000000|0.237658|-0.310154|-0.325919|0.237658|1.000000|0.117139|-0.213831|-0.310154|0.117139|1.000000",9491.941396191,30682.871509114,22,false
Ortho,5,"1.000000|-0.806851|0.003559|0.115288|-0.806851|1.000000|-0.306429|-0.530283|0.003559|-0.306429|1.000000|0.038002|0.115288|-0.530283|0.038002|1.000000",387.252395499,1703.056585784,24,false
Ortho,6,"1.000000|-0.454665|0.032661|0.301574|-0.454665|1.000000|-0.440258|-0.845710|0.032661|-0.440258|1.000000|0.102846|0.301574|-0.845710|0.102846|1.000000",930.490704290,3833.171317614,17,false
Ortho,7,"1.000000|-0.378775|-0.294141|0.034867|-0.378775|1.000000|-0.128771|-0.608788|-0.294141|-0.128771|1.000000|-0.046843|0.034867|-0.608788|-0.046843|1.000000",3343.793736155,9973.195009466,22,false
Ortho,8,"1.000000|-0.283964|-0.254246|-0.410147|-0.283964|1.000000|-0.005295|-0.035643|-0.254246|-0.005295|1.000000|0.116250|-0.410147|-0.035643|0.116250|1.000000",6803.410994145,11843.074641286,14,false
Ortho,9,"1.000000|0.478033|0.126643|-0.370153|0.478033|1.000000|0.187084|-0.979666|0.126643|0.187084|1.000000|-0.290678|-0.370153|-0.979666|-0.290678|1.000000",6250.348633682,17827.125400081,12,false
Ortho,10,"1.000000|0.047833|-0.185138|-0.030453|0.047833|1.000000|-0.409164|-0.983102|-0.185138|-0.409164|1.000000|0.357038|-0.030453|-0.983102|0.357038|1.000000",6638.984161899,23934.044021536,13,false
Ortho,11,"1.000000|-0.349052|-0.079122|0.321378|-0.349052|1.000000|-0.227250|-0.976910|-0.079122|-0.227250|1.000000|0.173628|0.321378|-0.976910|0.173628|1.000000",4839.112564781,19354.359819038,16,false
Ortho,12,"1.000000|0.385008|0.352829|-0.224707|0.385008|1.000000|-0.240077|-0.977931|0.352829|-0.240077|1.000000|0.266368|-0.224707|-0.977931|0.266368|1.000000",1113.498067276,4310.554592855,15,false
Ortho,13,"1.000000|0.580493|0.000000|-0.396164|0.580493|1.000000|0.000000|-0.966464|0.000000|0.000000|1.000000|0.000000|-0.396164|-0.966464|0.000000|1.000000",2.326704818,9.335908589,23,false
Ortho,14,"1.000000|0.542798|0.000000|-0.298981|0.542798|1.000000|0.000000|-0.943295|0.000000|0.000000|1.000000|0.000000|-0.298981|-0.943295|0.000000|1.000000",0.000000000,0.000000000,23,true
Ortho,15,"1.000000|0.248114|-0.148644|-0.052787|0.248114|1.000000|-0.390114|-0.925696|-0.148644|-0.390114|1.000000|0.475936|-0.052787|-0.925696|0.475936|1.000000",0.000000000,0.000000000,27,true
Ortho,16,"1.000000|-0.047102|0.501231|0.391053|-0.047102|1.000000|-0.575407|-0.929671|0.501231|-0.575407|1.000000|0.619261|0.391053|-0.929671|0.619261|1.000000",0.000000000,0.000000000,30,true
Ortho,17,"1.000000|0.307056|0.000000|-0.025091|0.307056|1.000000|0.000000|-0.940605|0.000000|0.000000|1.000000|0.000000|-0.025091|-0.940605|0.000000|1.000000",0.000000000,0.000000000,18,true
Ortho,18,"1.000000|-0.154646|0.289310|0.358366|-0.154646|1.000000|-0.574500|-0.928065|0.289310|-0.574500|1.000000|0.616372|0.358366|-0.928065|0.616372|1.000000",0.000000000,0.000000000,30,true
Ortho,19,"1.000000|0.198072|0.000000|0.066997|0.198072|1.000000|0.000000|-0.945828|0.000000|0.000000|1.000000|0.000000|0.066997|-0.945828|0.000000|1.000000",0.000000000,0.000000000,17,true
Ortho,20,"1.000000|-0.045283|0.042168|0.260428|-0.045283|1.000000|-0.356131|-0.925366|0.042168|-0.356131|1.000000|0.422397|0.260428|-0.925366|0.422397|1.000000",0.000000000,0.000000000,21,true
Ortho,21,"1.000000|-0.018108|0.000000|0.511452|-0.018108|1.000000|0.000000|-0.782577|0.000000|0.000000|1.000000|0.000000|0.511452|-0.782577|0.000000|1.000000",0.000000000,0.000000000,17,true
Ortho,22,"1.000000|-0.661952|0.129541|0.670209|-0.661952|1.000000|-0.369044|-0.643601|0.129541|-0.369044|1.000000|0.448668|0.670209|-0.643601|0.448668|1.000000",0.000000000,0.000000000,16,true
Ortho,23,"1.000000|-0.699567|0.411827|0.834748|-0.699567|1.000000|-0.423576|-0.591858|0.411827|-0.423576|1.000000|0.148910|0.834748|-0.591858|0.148910|1.000000",0.837820715,3.746848144,20,false
Ortho,24,"1.000000|-0.693433|0.500258|0.327790|-0.693433|1.000000|-0.365632|-0.390223|0.500258|-0.365632|1.000000|-0.181568|0.327790|-0.390223|-0.181568|1.000000",0.000000000,0.000000000,16,true
Ortho,25,"1.000000|-0.693432|0.500258|0.327790|-0.693432|1.000000|-0.365630|-0.390230|0.500258|-0.365630|1.000000|-0.181568|0.327790|-0.390230|-0.181568|1.000000",0.000000000,0.000000000,16,true
Ortho,26,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,27,"1.000000|-0.652274|0.000000|0.000000|-0.652274|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,28,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,29,"1.000000|-0.652278|0.000000|0.000000|-0.652278|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,30,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,31,"1.000000|-0.652274|0.000000|0.000000|-0.652274|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,32,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,33,"1.000000|-0.652278|0.000000|0.000000|-0.652278|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,34,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,35,"1.000000|-0.652274|0.000000|0.000000|-0.652274|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,36,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,37,"1.000000|-0.652278|0.000000|0.000000|-0.652278|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,38,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,39,"1.000000|-0.652274|0.000000|0.000000|-0.652274|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,40,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,41,"1.000000|-0.652278|0.000000|0.000000|-0.652278|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,42,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,43,"1.000000|-0.652274|0.000000|0.000000|-0.652274|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,44,"1.000000|-0.652273|0.000000|0.000000|-0.652273|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,10,true
Ortho,45,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,46,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,47,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,48,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,49,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,50,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,51,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
