depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth
78,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
79,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
80,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
81,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
82,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
83,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
84,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
85,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
86,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
87,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
88,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
89,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
90,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
91,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
92,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
93,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
94,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
95,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
96,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
97,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
98,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
99,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
100,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,5,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,4,25,"ConstraintPropagation:10|Cost:5|Performance:5|Reliability:5",1.332179070,4,5
