depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,0.729593337,1.758598328,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,188.349502563,326.230926514,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.057333432,0.500000000,0.996079981,0.000000000,0.010996372,0.000000000,0.000000000,160.508041382,false,"global_robust",3,3,1.946188927,188.349502563,3.370898008,326.230926514,27,12,2,3
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,7,1.794875979,1.182673454,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,7,269.971618652,461.064300537,0.788328350,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.057642609,0.500000000,0.996079981,0.014550000,0.022724871,0.290613085,0.000600000,160.508041382,false,"global_robust",7,0,0.429396689,269.971618652,0.733334422,461.064300537,189,84,0,4
3,0.487535983,-0.003981899,0.000000000,0.000000000,0.000000000,0,1.000000000,18,4.065632343,1.214684844,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,108,"ConstraintPropagation:9|Cost:7|Performance:7|Refactor:36|Reliability:21|Structural:28",1.596379876,6,18,89.238517761,254.281555176,0.841597021,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.033300951,0.824133575,0.996680021,0.014550000,0.033300951,0.175866395,0.000600000,160.508041382,false,"global_robust",18,0,0.292682022,89.238517761,0.512920082,254.281555176,1377,612,0,4
4,0.483624756,-0.003911224,0.000000000,0.000000000,0.000000000,0,1.000000000,15,7.620536327,0.541730165,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,131,"ConstraintPropagation:13|Cost:7|Performance:8|Refactor:46|Reliability:24|Structural:33",1.582244754,6,15,57.872772217,194.003341675,0.859122038,0.000000000,0.000000000,0.000000000,0.000000000,0.868278563,0.000000000,0.870015502,0.996079981,0.020078572,0.000000000,0.129984468,0.000680000,160.508041382,false,"global_robust",15,1,0.451081991,57.872772217,0.639138341,194.003341675,945,420,1,4
5,0.479783714,-0.003841039,0.000000000,0.000000000,0.000000000,0,1.000000000,11,1.287047982,1.676966429,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,127,"ConstraintPropagation:12|Cost:6|Performance:8|Refactor:46|Reliability:24|Structural:31",1.568207860,6,11,165.677871704,291.277893066,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.907820225,0.996079981,0.029100001,0.000000000,0.092179775,0.000680000,160.508041382,false,"global_robust",11,1,0.828433752,165.677871704,0.536061943,291.277893066,495,220,1,4
6,0.475908101,-0.003875624,0.000000000,0.000000000,0.000000000,0,1.000000000,10,16.567619324,0.085804731,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,113,"ConstraintPropagation:11|Cost:6|Performance:7|Refactor:42|Reliability:22|Structural:25",1.575124741,6,10,591.304687500,675.820922852,0.933593750,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.915431142,0.996079981,0.032142859,0.000000000,0.084568866,0.000680000,160.508041382,false,"global_robust",10,1,4.635061264,591.304687500,8.782470703,675.820922852,405,180,1,4
7,0.472160250,-0.003747844,0.000000000,0.000000000,0.000000000,0,1.000000000,14,0.821187973,1.537662387,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,113,"ConstraintPropagation:8|Cost:6|Performance:7|Refactor:42|Reliability:23|Structural:27",1.549568772,6,14,154.190399170,320.309875488,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.933176994,0.996079981,0.029100001,0.000000000,0.066823006,0.000680000,160.508041382,false,"global_robust",14,1,0.937045932,154.190399170,0.840715766,320.309875488,819,364,1,4
8,0.468284637,-0.003875624,0.000000000,0.000000000,0.000000000,0,1.000000000,13,0.868809998,1.634132385,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,113,"ConstraintPropagation:11|Cost:6|Performance:7|Refactor:42|Reliability:22|Structural:25",1.575124741,6,13,88.399826050,205.477966309,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.943933427,0.996079981,0.028200001,0.000000000,0.056066561,0.000680000,160.508041382,false,"global_robust",13,1,0.814049065,88.399826050,1.345025659,205.477966309,702,312,1,4
9,0.464489996,-0.003794631,0.000000000,0.000000000,0.000000000,0,1.000000000,5,2.010551691,1.866138101,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,108,"ConstraintPropagation:9|Cost:6|Performance:6|Refactor:40|Reliability:22|Structural:25",1.558926225,6,5,1426.477172852,2733.989257812,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.948513329,0.995559990,0.033835713,0.000000000,0.051486667,0.000680000,160.508041382,false,"global_robust",5,1,2.562490702,1426.477172852,3.957571745,2733.989257812,90,40,1,4
10,0.460822910,-0.003667078,0.000000000,0.000000000,0.000000000,0,1.000000000,11,7.634399414,0.852360845,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,68,"ConstraintPropagation:4|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.533415556,6,11,1041.038696289,2563.153076172,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.954129100,0.995559990,0.033835713,0.000000000,0.045870889,0.000760000,160.508041382,false,"global_robust",11,1,2.701079607,1041.038696289,6.095760345,2563.153076172,495,220,1,4
11,0.457071900,-0.003751010,0.000000000,0.000000000,0.000000000,0,1.000000000,13,1.403304815,1.565375686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,117,"ConstraintPropagation:8|Cost:7|Performance:7|Refactor:44|Reliability:23|Structural:28",1.550202012,6,13,498.359710693,1551.265747070,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.954129100,0.995559990,0.033835713,0.000000000,0.045870889,0.000760000,160.508041382,false,"global_robust",13,1,1.088588476,498.359710693,3.014139652,1551.265747070,702,312,1,4
