depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,1.132225633,2.377793789,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,343.744812012,595.383483887,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.052311301,0.500000000,0.996079981,0.000000000,0.007287379,0.000000000,0.000000000,55.476791382,false,"global_robust",3,3,2.601167440,343.744812012,4.505353928,595.383483887,27,12,2,3
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,11,2.270356655,2.878926277,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,11,99.201736450,284.124450684,0.788328409,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.053747892,0.792281032,0.996079981,0.014550000,0.011135250,0.207718983,0.000600000,55.476791382,false,"global_robust",11,0,0.405971795,99.201736450,0.938735306,284.124450684,495,220,0,4
3,0.487541527,-0.003976361,0.000000000,0.000000000,0.000000000,0,1.000000000,25,2.521727085,-0.284214199,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,175,"ConstraintPropagation:16|Cost:11|Performance:11|Refactor:60|Reliability:33|Structural:44",1.595272303,6,25,104.978515625,290.668701172,0.314392447,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.008847294,0.938266814,0.996159971,0.014550000,0.008847294,0.061733209,0.000600000,55.476791382,false,"global_robust",25,0,0.223444775,104.978515625,0.704855978,290.668701172,2700,1200,0,4
4,0.483773738,-0.003767776,0.000000000,0.000000000,0.000000000,0,1.000000000,11,14300.951171875,1.986449957,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,190,"ConstraintPropagation:13|Cost:11|Performance:12|Refactor:70|Reliability:36|Structural:48",1.553555250,6,11,558.171386719,813.804382324,0.388403744,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.000000000,0.946056545,0.996760011,0.014550000,0.000000000,0.053943481,0.000680000,55.476791382,false,"global_robust",11,1,7.200587273,558.171386719,19.034311295,813.804382324,495,220,1,4
5,0.479952306,-0.003821443,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.741064310,1.601804018,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,170,"ConstraintPropagation:15|Cost:8|Performance:11|Refactor:62|Reliability:33|Structural:41",1.564288616,6,22,48.268829346,181.300643921,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.000000000,0.955538154,0.996760011,0.014550000,0.000000000,0.044461839,0.000680000,55.476791382,false,"global_robust",22,1,0.128112301,48.268829346,0.332402080,181.300643921,2079,924,1,4
6,0.476125807,-0.003826505,0.000000000,0.000000000,0.000000000,0,1.000000000,13,1.758255959,1.898947716,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,148,"ConstraintPropagation:12|Cost:8|Performance:9|Refactor:54|Reliability:32|Structural:33",1.565300941,6,13,136.417846680,262.452941895,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.963971138,0.996760011,0.029999999,0.000000000,0.036028873,0.000680000,55.476791382,false,"global_robust",13,1,0.341957927,136.417846680,0.585295618,262.452941895,702,312,1,4
7,0.472293407,-0.003832402,0.000000000,0.000000000,0.000000000,0,1.000000000,17,1.192561865,2.092690945,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,179,"ConstraintPropagation:16|Cost:10|Performance:11|Refactor:68|Reliability:34|Structural:40",1.566480398,6,17,112.018226624,227.811767578,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.974963665,0.996159971,0.038649999,0.000000000,0.025036331,0.000760000,55.476791382,false,"global_robust",17,1,1.048022270,112.018226624,2.854726553,227.811767578,1224,544,1,4
8,0.468573600,-0.003719794,0.000000000,0.000000000,0.000000000,0,1.000000000,14,4.014779091,1.941012263,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,162,"ConstraintPropagation:12|Cost:9|Performance:10|Refactor:64|Reliability:33|Structural:34",1.543958783,6,14,133.850952148,186.904327393,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.977786839,0.996159971,0.037050001,0.000000000,0.022213133,0.000760000,55.476791382,false,"global_robust",14,1,0.217264488,133.850952148,0.310501248,186.904327393,819,364,1,4
9,0.464795113,-0.003778499,0.000000000,0.000000000,0.000000000,0,1.000000000,17,1.202695370,2.011574507,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,170,"ConstraintPropagation:14|Cost:10|Performance:11|Refactor:68|Reliability:32|Structural:35",1.555699825,6,17,56.565990448,96.761672974,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.923200011,0.000000000,0.979222953,0.996159971,0.030792857,0.000000000,0.020777050,0.000980000,55.476791382,false,"global_robust",17,1,0.537684858,56.565990448,1.083666205,96.761672974,1224,544,1,4
10,0.461087376,-0.003707738,0.000000000,0.000000000,0.000000000,0,1.000000000,16,0.221619412,1.905585408,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,153,"ConstraintPropagation:14|Cost:8|Performance:10|Refactor:64|Reliability:30|Structural:27",1.541547537,6,16,48.729938507,160.747360229,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.980720639,0.996159971,0.026335714,0.000000000,0.019279370,0.001200000,55.476791382,false,"global_robust",16,1,0.188814357,48.729938507,0.394511193,160.747360229,1080,480,1,4
11,0.457669109,-0.003418244,0.000000000,0.000000000,0.000000000,0,1.000000000,16,3.061486959,1.640596032,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,136,"ConstraintPropagation:11|Cost:7|Performance:10|Refactor:64|Reliability:27|Structural:17",1.483648896,6,16,18.126316071,59.870906830,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.980720639,0.996159971,0.026335714,0.000000000,0.019279370,0.001200000,55.476791382,false,"global_robust",16,1,0.113553613,18.126316071,0.244425610,59.870906830,1080,480,1,4
